Warning: truncated output (original token count: 108069)
Total output lines: 1538

CandidateId,PositionThresholdM,AttitudeThresholdDeg,VelocityThresholdMps,BodyRateThresholdRadps,GrowthFactor,MinimumConsecutiveGrowthSteps,CandidateStepCount,EligibleStepCount,EligibleStepFraction,PositiveStepCount,PositiveStepFractionAll,PositiveEligibleFraction,PositiveOnsetCount,PositiveEpisodeCount,PositiveEpisodeFraction,PositiveCellCount,PositiveFamilyCount,HardEventStepCount,HardEventEligibleFraction,HardEventOnsetCount,HardEventEpisodeCount,HardEventEpisodeFraction,HardEventCellCount,HardEventFamilyCount,GrowthOnlyEpisodeCount,GrowthOnlyCellCount,AbsoluteForecastPositiveCount,SafetyForecastPositiveCount,PositionForecastPositiveCount,AttitudeForecastPositiveCount,VelocityForecastPositiveCount,BodyRateForecastPositiveCount,ConstraintForecastPositiveCount,SaturationForecastPositiveCount,NonfiniteForecastPositiveCount,FirstPositionEventCount,FirstAttitudeEventCount,FirstVelocityEventCount,FirstBodyRateEventCount,FirstConstraintEventCount,FirstSaturationEventCount,FirstNonfiniteEventCount,GrowthOnlyPositiveCount,LeadMeanSteps,LeadP50Steps,LeadP95Steps
C153,0.1,10,0.75,2,1.5,3,477900,467762,0.978786356978447,19363,0.040516844528144,0.0413949829186638,1613,784,0.29037037037037,111,5,6829,0.0145993047746504,489,209,0.0774074074074074,74,5,738,108,6463,827,4613,331,4,1919,466,379,0,4439,207,0,1646,466,298,0,12534,16.2209884831896,20,20
C154,0.1,10,0.75,2,1.5,5,477900,467762,0.978786356978447,19067,0.0398974680895585,0.0407621824774137,1477,773,0.286296296296296,105,5,6829,0.0145993047746504,489,209,0.0774074074074074,74,5,725,100,6463,827,4613,331,4,1919,466,379,0,4439,207,0,1646,466,298,0,12238,16.1623223370221,20,20
C155,0.1,10,0.75,2,2,3,477900,467762,0.978786356978447,12380,0.025905001046244,0.0264664508874171,1069,531,0.196666666666667,100,5,6829,0.0145993047746504,489,209,0.0774074074074074,74,5,463,95,6463,827,4613,331,4,1919,466,379,0,4439,207,0,1646,466,298,0,5551,14.0894184168013,18,20
C156,0.1,10,0.75,2,2,5,477900,467762,0.978786356978447,12283,0.0257020297133291,0.026259080472548,1008,525,0.194444444444444,96,5,6829,0.0145993047746504,489,209,0.0774074074074074,74,5,454,89,6463,827,4613,331,4,1919,466,379,0,4439,207,0,1646,466,298,0,5454,14.0427420011398,18,20
C157,0.1,10,0.75,3,1.25,3,477900,468016,0.979317848922369,25577,0.0535195647625026,0.0546498410310759,1808,903,0.334444444444444,111,5,5854,0.012508119380534,398,198,0.0733333333333333,66,5,880,109,5145,840,4692,423,26,413,466,392,0,4488,354,1,265,466,322,0,19723,17.5856042538218,20,20
C158,0.1,10,0.75,3,1.25,5,477900,468016,0.979317848922369,24794,0.0518811466834066,0.0529768213052545,1691,887,0.328518518518519,109,5,5854,0.012508119380534,398,198,0.0733333333333333,66,5,861,107,5145,840,4692,423,26,413,466,392,0,4488,354,1,265,466,322,0,18940,17.5093571025248,20,20
C159,0.1,10,0.75,3,1.5,3,477900,468016,0.979317848922369,18228,0.0381418706842436,0.0389473864141397,1389,763,0.282592592592593,106,5,5854,0.012508119380534,398,198,0.0733333333333333,66,5,730,103,5145,840,4692,423,26,413,466,392,0,4488,354,1,265,466,322,0,12374,16.6121900373052,20,20
C160,0.1,10,0.75,3,1.5,5,477900,468016,0.979317848922369,18031,0.0377296505545093,0.0385264606338245,1330,758,0.280740740740741,104,5,5854,0.012508119380534,398,198,0.0733333333333333,66,5,721,101,5145,840,4692,423,26,413,466,392,0,4488,354,1,265,466,322,0,12177,16.5751760856303,20,20
C161,0.1,10,0.75,3,2,3,477900,468016,0.979317848922369,11370,0.0237915881983679,0.0242940412293597,927,509,0.188518518518519,94,5,5854,0.012508119380534,398,198,0.0733333333333333,66,5,455,87,5145,840,4692,423,26,413,466,392,0,4488,354,1,265,466,322,0,5516,14.5687774846086,20,20
C162,0.1,10,0.75,3,2,5,477900,468016,0.979317848922369,11299,0.0236430215526261,0.0241423370141192,894,504,0.186666666666667,93,5,5854,0.012508119380534,398,198,0.0733333333333333,66,5,445,85,5145,840,4692,423,26,413,466,392,0,4488,354,1,265,466,322,0,5445,14.5346490839897,20,20
C163,0.1,10,0.75,4,1.25,3,477900,468047,0.979382716049383,25390,0.0531282695124503,0.054246688900901,1773,895,0.331481481481481,108,5,5704,0.0121868102989657,385,194,0.0718518518518518,65,5,873,106,4926,845,4695,433,26,104,466,397,0,4509,417,1,10,466,354,0,19686,17.6525009846396,20,20
C164,0.1,10,0.75,4,1.25,5,477900,468047,0.979382716049383,24587,0.0514480016739904,0.0525310492322352,1658,881,0.326296296296296,107,5,5704,0.0121868102989657,385,194,0.0718518518518518,65,5,857,103,4926,845,4695,433,26,104,466,397,0,4509,417,1,10,466,354,0,18883,17.5758327571481,20,20
C165,0.1,10,0.75,4,1.5,3,477900,468047,0.979382716049383,18048,0.0377652228499686,0.0385602300623655,1342,750,0.277777777777778,103,5,5704,0.0121868102989657,385,194,0.0718518518518518,65,5,718,99,4926,845,4695,433,26,104,466,397,0,4509,417,1,10,466,354,0,12344,16.6975288120567,20,20
C166,0.1,10,0.75,4,1.5,5,477900,468047,0.979382716049383,17846,0.0373425402803934,0.0381286494732367,1289,746,0.276296296296296,102,5,5704,0.0121868102989657,385,194,0.0718518518518518,65,5,711,96,4926,845,4695,433,26,104,466,397,0,4509,417,1,10,466,354,0,12142,16.6601479323098,20,20
C167,0.1,10,0.75,4,2,3,477900,468047,0.979382716049383,11218,0.0234735300272023,0.0239676784596419,889,502,0.185925925925926,93,5,5704,0.0121868102989657,385,194,0.0718518518518518,65,5,448,86,4926,845,4695,433,26,104,466,397,0,4509,417,1,10,466,354,0,5514,14.6868425744339,20,20
C168,0.1,10,0.75,4,2,5,477900,468047,0.979382716049383,11135,0.0232998535258422,0.0237903458413364,866,497,0.184074074074074,91,5,5704,0.0121868102989657,385,194,0.0718518518518518,65,5,440,82,4926,845,4695,433,26,104,466,397,0,4509,417,1,10,466,354,0,5431,14.6472384373597,20,20
C169,0.1,10,1,1,1.25,3,477900,466648,0.976455325381879,31787,0.0665139150449885,0.0681177247089884,2631,998,0.36962962962963,120,5,11971,0.0256531689839022,957,282,0.104444444444444,89,5,954,114,11910,781,4453,151,0,7740,466,333,0,4286,33,0,7567,466,77,0,19816,15.950325604807,20,20
C170,0.1,10,1,1,1.25,5,477900,466648,0.976455325381879,30578,0.0639840970914417,0.0655269067905573,2356,980,0.362962962962963,114,5,11971,0.0256531689839022,957,282,0.104444444444444,89,5,918,106,11910,781,4453,151,0,7740,466,333,0,4286,33,0,7567,466,77,0,18607,15.7902086467395,20,20
C171,0.1,10,1,1,1.5,3,477900,466648,0.976455325381879,24567,0.0514061519146265,0.0526456772556617,2223,865,0.32037037037037,119,5,11971,0.0256531689839022,957,282,0.104444444444444,89,5,808,112,11910,781,4453,151,0,7740,466,333,0,4286,33,0,7567,466,77,0,12596,14.760166076444,20,20
C172,0.1,10,1,1,1.5,5,477900,466648,0.976455325381879,24076,0.0503787403222431,0.051593492311121,2031,852,0.315555555555556,113,5,11971,0.0256531689839022,957,282,0.104444444444444,89,5,780,104,11910,781,4453,151,0,7740,466,333,0,4286,33,0,7567,466,77,0,12105,14.6533061970427,20,20
C173,0.1,10,1,1,2,3,477900,466648,0.976455325381879,17655,0.0369428750784683,0.037833656203391,1708,613,0.227037037037037,111,5,11971,0.0256531689839022,957,282,0.104444444444444,89,5,526,99,11910,781,4453,151,0,7740,466,333,0,4286,33,0,7567,466,77,0,5684,12.7087510620221,14,20
C174,0.1,10,1,1,2,5,477900,466648,0.976455325381879,17398,0.0364051056706424,0.0372829198882241,1570,603,0.223333333333333,107,5,11971,0.0256531689839022,957,282,0.104444444444444,89,5,503,93,11910,781,4453,151,0,7740,466,333,0,4286,33,0,7567,466,77,0,5427,12.6010460972526,14,20
C175,0.1,10,1,2,1.25,3,477900,467762,0.978786356978447,26750,0.0559740531491944,0.0571872020386436,2054,931,0.344814814814815,114,5,6829,0.0145993047746504,489,209,0.0774074074074074,74,5,895,112,6463,827,4613,331,0,1919,466,379,0,4439,207,0,1646,466,298,0,19921,17.2645607476636,20,20
C176,0.1,10,1,2,1.25,5,477900,467762,0.978786356978447,25875,0.0541431261770245,0.0553165926261646,1887,914,0.338518518518518,109,5,6829,0.0145993047746504,489,209,0.0774074074074074,74,5,876,106,6463,827,4613,331,0,1919,466,379,0,4439,207,0,1646,466,298,0,19046,17.1720579710145,20,20
C177,0.1,10,1,2,1.5,3,477900,467762,0.978786356978447,19399,0.040592174094999,0.0414719451344915,1623,790,0.292592592592593,112,5,6829,0.0145993047746504,489,209,0.0774074074074074,74,5,744,109,6463,827,4613,331,0,1919,466,379,0,4439,207,0,1646,466,298,0,12570,16.2280014433734,20,20
C178,0.1,10,1,2,1.5,5,477900,467762,0.978786356978447,19108,0.0399832600962544,0.0408498338898842,1489,779,0.288518518518519,106,5,6829,0.0145993047746504,489,209,0.0774074074074074,74,5,731,101,6463,827,4613,331,0,1919,466,379,0,4439,207,0,1646,466,298,0,12279,16.1705568348336,20,20
C179,0.1,10,1,2,2,3,477900,467762,0.978786356978447,12432,0.0260138104205901,0.0265776185325016,1079,536,0.198518518518519,101,5,6829,0.0145993047746504,489,209,0.0774074074074074,74,5,469,97,6463,827,4613,331,0,1919,466,379,0,4439,207,0,1646,466,298,0,5603,14.1141409266409,18,20
C180,0.1,10,1,2,2,5,477900,467762,0.978786356978447,12343,0.0258275789914208,0.0263873508322609,1020,530,0.196296296296296,97,5,6829,0.0145993047746504,489,209,0.0774074074074074,74,5,460,91,6463,827,4613,331,0,1919,466,379,0,4439,207,0,1646,466,298,0,5514,14.0717005590213,18,20
C181,0.1,10,1,3,1.25,3,477900,468026,0.979338773802051,25619,0.0536074492571668,0.0547384119685658,1836,905,0.335185185185185,111,5,5864,0.0125292184622222,405,198,0.0733333333333333,66,5,882,109,5155,840,4702,433,0,423,466,392,0,4488,359,0,271,466,322,0,19755,17.5823021975877,20,20
C182,0.1,10,1,3,1.25,5,477900,468026,0.979338773802051,24825,0.0519460138104206,0.0530419250212595,1721,888,0.328888888888889,109,5,5864,0.0125292184622222,405,198,0.0733333333333333,66,5,861,106,5155,840,4702,433,0,423,466,392,0,4488,359,0,271,466,322,0,18961,17.5049748237664,20,20
C183,0.1,10,1,3,1.5,3,477900,468026,0.979338773802051,18294,0.0382799748901444,0.0390875720579626,1411,768,0.284444444444444,106,5,5864,0.0125292184622222,405,198,0.0733333333333333,66,5,735,103,5155,840,4702,433,0,423,466,392,0,4488,359,0,271,466,322,0,12430,16.6142451076856,20,20
C184,0.1,10,1,3,1.5,5,477900,468026,0.979338773802051,18101,0.0378761247122829,0.0386752018050279,1354,761,0.281851851851852,104,5,5864,0.0125292184622222,405,198,0.0733333333333333,66,5,725,100,5155,840,4702,433,0,423,466,392,0,4488,359,0,271,466,322,0,12237,16.5781448538755,20,20
C185,0.1,10,1,3,2,3,477900,468026,0.979338773802051,11428,0.0239129525005231,0.024417446893976,948,515,0.190740740740741,93,5,5864,0.0125292184622222,405,198,0.0733333333333333,66,5,461,87,5155,840,4702,433,0,423,466,392,0,4488,359,0,271,466,322,0,5564,14.5800665033252,20,20
C186,0.1,10,1,3,2,5,477900,468026,0.979338773802051,11361,0.0237727558066541,0.024274292453838,918,511,0.189259259259259,93,5,5864,0.0125292184622222,405,198,0.0733333333333333,66,5,454,86,5155,840,4702,433,0,423,466,392,0,4488,359,0,271,466,322,0,5497,14.5481031599331,20,20
C187,0.1,10,1,4,1.25,3,477900,468062,0.979414103368906,25421,0.0531931366394643,0.0543111809973892,1799,898,0.332592592592593,108,5,5719,0.0122184667843149,391,194,0.0718518518518518,65,5,876,106,4941,845,4710,448,0,104,466,397,0,4509,433,0,10,466,354,0,19702,17.644545847921,20,20
C188,0.1,10,1,4,1.25,5,477900,468062,0.979414103368906,24603,0.0514814814814815,0.0525635492733869,1675,883,0.327037037037037,107,5,5719,0.0122184667843149,391,194,0.0718518518518518,65,5,859,103,4941,845,4710,448,0,104,466,397,0,4509,433,0,10,466,354,0,18884,17.5662317603544,20,20
C189,0.1,10,1,4,1.5,3,477900,468062,0.979414103368906,18113,0.0379012345679012,0.0386978648127812,1368,755,0.27962962962963,103,5,5719,0.0122184667843149,391,194,0.0718518518518518,65,5,723,99,4941,845,4710,448,0,104,466,397,0,4509,433,0,10,466,354,0,12394,16.6941975376801,20,20
C190,0.1,10,1,4,1.5,5,477900,468062,0.979414103368906,17907,0.0374701820464532,0.0382577521781302,1310,750,0.277777777777778,102,5,5719,0.0122184667843149,391,194,0.0718518518518518,65,5,714,96,4941,845,4710,448,0,104,466,397,0,4509,433,0,10,466,354,0,12188,16.6561679790026,20,20
C191,0.1,10,1,4,2,3,477900,468062,0.979414103368906,11269,0.0235802469135802,0.024075870290688,904,510,0.188888888888889,93,5,5719,0.0122184667843149,391,194,0.0718518518518518,65,5,456,87,4941,845,4710,448,0,104,466,397,0,4509,433,0,10,466,354,0,5550,14.6864850474754,20,20
C192,0.1,10,1,4,2,5,477900,468062,0.979414103368906,11188,0.0234107553881565,0.0239028162935679,877,504,0.186666666666667,91,5,5719,0.0122184667843149,391,194,0.0718518518518518,65,5,447,83,4941,845,4710,448,0,104,466,397,0,4509,433,0,10,466,354,0,5469,14.6480157311405,20,20
C193,0.1,15,0.3,1,1.25,3,477900,466514,0.976174931994141,31716,0.0663653483992467,0.0679850979820541,2635,962,0.356296296296296,120,5,12187,0.0261235461315202,991,285,0.105555555555556,90,5,914,114,12126,782,4449,8,500,7745,466,334,0,4263,0,369,7493,466,78,0,19529,15.8343738176315,20,20
C194,0.1,15,0.3,1,1.25,5,477900,466514,0.976174931994141,30360,0.0635279347143754,0.065078432801588,2361,933,0.345555555555556,118,5,12187,0.0261235461315202,991,285,0.105555555555556,90,5,867,111,12126,782,4449,8,500,7745,466,334,0,4263,0,369,7493,466,78,0,18173,15.6483201581028,20,20
C195,0.1,15,0.3,1,1.5,3,477900,466514,0.976174931994141,24245,0.050732370788868,0.0519705732303854,2203,799,0.295925925925926,117,5,12187,0.0261235461315202,991,285,0.105555555555556,90,5,736,107,12126,782,4449,8,500,7745,466,334,0,4263,0,369,7493,466,78,0,12058,14.5507527325222,20,20
C196,0.1,15,0.3,1,1.5,5,477900,466514,0.976174931994141,23799,0.0497991211550534,0.0510145461872527,2025,782,0.28962962962963,113,5,12187,0.0261235461315202,991,285,0.105555555555556,90,5,705,101,12126,782,4449,8,500,7745,466,334,0,4263,0,369,7493,466,78,0,11612,14.4486322954746,20,20
C197,0.1,15,0.3,1,2,3,477900,466514,0.976174931994141,17391,0.036390458254865,0.0372786240069966,1690,577,0.213703703703704,113,5,12187,0.0261235461315202,991,285,0.105555555555556,90,5,480,94,12126,782,4449,8,500,7745,466,334,0,4263,0,369,7493,466,78,0,5204,12.4031395549422,13,20
C198,0.1,15,0.3,1,2,5,477900,466514,0.976174931994141,17205,0.0360012554927809,0.0368799221459592,1578,560,0.207407407407407,109,5,12187,0.0261235461315202,991,285,0.105555555555556,90,5,449,88,12126,782,4449,8,500,7745,466,334,0,4263,0,369,7493,466,78,0,5018,12.3210113339146,13,20
C199,0.1,15,0.3,2,1.25,3,477900,467477,0.978189997907512,26590,0.0556392550742833,0.0568798037122682,1984,885,0.327777777777778,113,5,7100,0.0151879129882326,501,215,0.0796296296296296,76,5,843,110,6734,829,4505,18,578,1901,466,381,0,4414,0,499,1640,466,300,0,19490,17.1130124106807,20,20
C200,0.1,15,0.3,2,1.25,5,477900,467477,0.978189997907512,25478,0.0533124084536514,0.0545010770583366,1795,871,0.322592592592593,111,5,7100,0.0151879129882326,501,215,0.0796296296296296,76,5,826,107,6734,829,4505,18,578,1901,466,381,0,4414,0,499,1640,466,300,0,18378,16.9870083994034,20,20
C201,0.1,15,0.3,2,1.5,3,477900,467477,0.978189997907512,18985,0.0397258840761666,0.0406116236734642,1546,718,0.265925925925926,110,5,7100,0.0151879129882326,501,215,0.0796296296296296,76,5,664,102,6734,829,4505,18,578,1901,466,381,0,4414,0,499,1640,466,300,0,11885,15.9565446405057,20,20
C202,0.1,15,0.3,2,1.5,5,477900,467477,0.978189997907512,18640,0.0390039757271396,0.0398736194507965,1430,711,0.263333333333333,107,5,7100,0.0151879129882326,501,215,0.0796296296296296,76,5,653,98,6734,829,4505,18,578,1901,466,381,0,4414,0,499,1640,466,300,0,11540,15.8817060085837,20,20
C203,0.1,15,0.3,2,2,3,477900,467477,0.978189997907512,12120,0.0253609541745135,0.0259264092137153,1029,484,0.179259259259259,100,5,7100,0.0151879129882326,501,215,0.0796296296296296,76,5,400,86,6734,829,4505,18,578,1901,466,381,0,4414,0,499,1640,466,300,0,5020,13.6662541254125,16,20
C204,0.1,15,0.3,2,2,5,477900,467477,0.978189997907512,11988,0.0250847457627119,0.0256440423806947,961,478,0.177037037037037,95,5,7100,0.0151879129882326,501,215,0.0796296296296296,76,5,391,79,6734,829,4505,18,578,1901,466,381,0,4414,0,499,1640,466,300,0,4888,13.5965131798465,16,20
C205,0.1,15,0.3,3,1.25,3,477900,467662,0.978577108181628,25261,0.0528583385645533,0.0540155069259422,1725,859,0.318148148148148,111,5,6023,0.0128789595904735,407,203,0.0751851851851852,68,5,828,107,5313,841,4516,18,595,401,466,393,0,4447,0,524,294,466,330,0,19238,17.4742884288033,20,20
C206,0.1,15,0.3,3,1.25,5,477900,467662,0.978577108181628,24359,0.0509709144172421,0.0520867635172411,1607,840,0.311111111111111,107,5,6023,0.0128789595904735,407,203,0.0751851851851852,68,5,803,101,5313,841,4516,18,595,401,466,393,0,4447,0,524,294,466,330,0,18336,17.3807627570918,20,20
C207,0.1,15,0.3,3,1.5,3,477900,467662,0.978577108181628,17679,0.036993094789705,0.0378029431512503,1281,691,0.255925925925926,105,5,6023,0.0128789595904735,407,203,0.0751851851851852,68,5,647,96,5313,841,4516,18,595,401,466,393,0,4447,0,524,294,466,330,0,11656,16.3910854686351,20,20
C208,0.1,15,0.3,3,1.5,5,477900,467662,0.978577108181628,17443,0.0364992676292111,0.0372983051862242,1214,680,0.251851851851852,100,5,6023,0.0128789595904735,407,203,0.0751851851851852,68,5,629,89,5313,841,4516,18,595,401,466,393,0,4447,0,524,294,466,330,0,11420,16.3422576391676,20,20
C209,0.1,15,0.3,3,2,3,477900,467662,0.978577108181628,10927,0.0228646160284578,0.0233651654399973,850,462,0.171111111111111,91,5,6023,0.0128789595904735,407,203,0.0751851851851852,68,5,393,77,5313,841,4516,18,595,401,466,393,0,4447,0,524,294,466,330,0,4904,14.1610689118697,18,20
C210,0.1,15,0.3,3,2,5,477900,467662,0.978577108181628,10830,0.022661644695543,0.0231577506831857,808,456,0.168888888888889,86,5,6023,0.0128789595904735,407,203,0.0751851851851852,68,5,380,69,5313,841,4516,18,595,401,466,393,0,4447,0,524,294,466,330,0,4807,14.1087719298246,18,20
C211,0.1,15,0.3,4,1.25,3,477900,467689,0.978633605356769,25031,0.0523770663318686,0.0535206087806213,1651,848,0.314074074074074,108,5,5869,0.0125489374349194,391,199,0.0737037037037037,67,5,819,104,5079,845,4518,18,601,109,466,397,0,4468,0,574,33,466,361,0,19162,17.5379329631257,20,20
C212,0.1,15,0.3,4,1.25,5,477900,467689,0.978633605356769,24170,0.0505754341912534,0.0516796418132562,1564,832,0.308148148148148,106,5,5869,0.0125489374349194,391,199,0.0737037037037037,67,5,800,100,5079,845,4518,18,601,109,466,397,0,4468,0,574,33,466,361,0,18301,17.45022755482,20,20
C213,0.1,15,0.3,4,1.5,3,477900,467689,0.978633605356769,17438,0.0364888051893702,0.0372854610649384,1208,674,0.24962962962963,102,5,5869,0.0125489374349194,391,199,0.0737037037037037,67,5,631,93,5079,845,4518,18,601,109,466,397,0,4468,0,574,33,466,361,0,11569,16.4658791145774,20,20
C214,0.1,15,0.3,4,1.5,5,477900,467689,0.978633605356769,17230,0.0360535676919858,0.0368407210774681,1168,667,0.247037037037037,99,5,5869,0.0125489374349194,391,199,0.0737037037037037,67,5,620,88,5079,845,4518,18,601,109,466,397,0,4468,0,574,33,466,361,0,11361,16.4232153221126,20,20
C215,0.1,15,0.3,4,2,3,477900,467689,0.978633605356769,10721,0.0224335635070098,0.0229233529118709,785,455,0.168518518518519,90,5,5869,0.0125489374349194,391,199,0.0737037037037037,67,5,387,75,5079,845,4518,18,601,109,466,397,0,4468,0,574,33,466,361,0,4852,14.2516556291391,18,20
C216,0.1,15,0.3,4,2,5,477900,467689,0.978633605356769,10641,0.0222661644695543,0.0227522990705362,760,446,0.165185185185185,86,5,5869,0.0125489374349194,391,199,0.0737037037037037,67,5,375,67,5079,845,4518,18,601,109,466,397,0,4468,0,574,33,466,361,0,4772,14.2084390564797,18,20
C217,0.1,15,0.5,1,1.25,3,477900,466691,0.976545302364511,31253,0.0653965264699728,0.0669672224234022,2610,971,0.35962962962963,120,5,12014,0.0257429434036654,977,282,0.104444444444444,89,5,926,114,11953,783,4487,14,52,7784,466,335,0,4299,0,0,7602,466,78,0,19239,15.8563017950277,20,20
C218,0.1,15,0.5,1,1.25,5,477900,466691,0.976545302364511,29948,0.0626658296714794,0.0641709396581464,2313,950,0.351851851851852,117,5,12014,0.0257429434036654,977,282,0.104444444444444,89,5,884,109,11953,783,4487,14,52,7784,466,335,0,4299,0,0,7602,466,78,0,17934,15.6757379457727,20,20
C219,0.1,15,0.5,1,1.5,3,477900,466691,0.976545302364511,23954,0.0501234567901235,0.0513273236466956,2201,818,0.302962962962963,117,5,12014,0.0257429434036654,977,282,0.104444444444444,89,5,758,109,11953,783,4487,14,52,7784,466,335,0,4299,0,0,7602,466,78,0,11940,14.5936795524756,20,20
C220,0.1,15,0.5,1,1.5,5,477900,466691,0.976545302364511,23477,0.0491253400292948,0.0503052340842228,2006,804,0.297777777777778,114,5,12014,0.0257429434036654,977,282,0.104444444444444,89,5,727,104,11953,783,4487,14,52,7784,466,335,0,4299,0,0,7602,466,78,0,11463,14.4838352430038,20,20
C221,0.1,15,0.5,1,2,3,477900,466691,0.976545302364511,17147,0.0358798911906257,0.0367416556136716,1668,584,0.216296296296296,109,5,12014,0.0257429434036654,977,282,0.104444444444444,89,5,492,97,11953,783,4487,14,52,7784,466,335,0,4299,0,0,7602,466,78,0,5133,12.4474835248148,13,20
C222,0.1,15,0.5,1,2,5,477900,466691,0.976545302364511,16926,0.0354174513496547,0.03626810887718,1548,571,0.211481481481481,107,5,12014,0.0257429434036654,977,282,0.104444444444444,89,5,465,93,11953,783,4487,14,52,7784,466,335,0,4299,0,0,7602,466,78,0,4912,12.348871558549,13,20
C223,0.1,15,0.5,2,1.25,3,477900,467777,0.97881774429797,25975,0.0543523749738439,0.055528595890777,1936,899,0.332962962962963,114,5,6795,0.0145261524187807,497,208,0.077037037037037,73,5,863,111,6429,830,4615,61,144,1954,466,382,0,4470,10,94,1678,466,300,0,19180,17.1998845043311,20,20
C224,0.1,15,0.5,2,1.25,5,477900,467777,0.97881774429797,24952,0.0522117597823813,0.0533416563875522,1730,884,0.327407407407407,110,5,6795,0.0145261524187807,497,208,0.077037037037037,73,5,844,106,6429,830,4615,61,144,1954,466,382,0,4470,10,94,1678,466,300,0,18157,17.0850833600513,20,20
C225,0.1,15,0.5,2,1.5,3,477900,467777,0.97881774429797,18596,0.038911906256539,0.039753985339168,1533,734,0.271851851851852,109,5,6795,0.0145261524187807,497,208,0.077037037037037,73,5,686,106,6429,830,4615,61,144,1954,466,382,0,4470,10,94,1678,466,300,0,11801,16.0887825338783,20,20
C226,0.1,15,0.5,2,1.5,5,477900,467777,0.97881774429797,18290,0.0382716049382716,0.0390998274818984,1394,728,0.26962962962963,105,5,6795,0.0145261524187807,497,208,0.077037037037037,73,5,677,101,6429,830,4615,61,144,1954,466,382,0,4470,10,94,1678,466,300,0,11495,16.02334609076,20,20
C227,0.1,15,0.5,2,2,3,477900,467777,0.97881774429797,11747,0.0245804561623771,0.0251123932985162,1009,490,0.181481481481481,99,5,6795,0.0145261524187807,497,208,0.077037037037037,73,5,418,93,6429,830,4615,61,144,1954,466,382,0,4470,10,94,1678,466,300,0,4952,13.8083766067932,17,20
C228,0.1,15,0.5,2,2,5,477900,467777,0.97881774429797,11639,0.0243544674618121,0.024881514054774,942,486,0.18,96,5,6795,0.0145261524187807,497,208,0.077037037037037,73,5,410,88,6429,830,4615,61,144,1954,466,382,0,4470,10,94,1678,466,300,0,4844,13.7509236188676,17,20
C229,0.1,15,0.5,3,1.25,3,477900,467970,0.979221594475832,24578,0.0514291692822766,0.0525204607132936,1641,872,0.322962962962963,110,5,5723,0.0122294164155822,400,196,0.0725925925925926,65,5,849,107,5011,843,4630,64,147,408,466,395,0,4508,11,110,301,466,332,0,18855,17.5696964765237,20,20
C230,0.1,15,0.5,3,1.25,5,477900,467970,0.979221594475832,23890,0.049989537560159,0.0510502810009189,1553,853,0.315925925925926,106,5,5723,0.0122294164155822,400,196,0.0725925925925926,65,5,825,103,5011,843,4630,64,147,408,466,395,0,4508,11,110,301,466,332,0,18167,17.4997069903725,20,20
C231,0.1,15,0.5,3,1.5,3,477900,467970,0.979221594475832,17302,0.0362042268256958,0.0369724554992841,1264,710,0.262962962962963,103,5,5723,0.0122294164155822,400,196,0.0725925925925926,65,5,676,100,5011,843,4630,64,147,408,466,395,0,4508,11,110,301,466,332,0,11579,16.5476823488614,20,20
C232,0.1,15,0.5,3,1.5,5,477900,467970,0.979221594475832,17149,0.035884076166562,0.0366455114644101,1219,702,0.26,99,5,5723,0.0122294164155822,400,196,0.0725925925925926,65,5,665,96,5011,843,4630,64,147,408,466,395,0,4508,11,110,301,466,332,0,11426,16.5168814508135,20,20
C233,0.1,15,0.5,3,2,3,477900,467970,0.979221594475832,10573,0.0221238752877171,0.0225933286321773,826,466,0.172592592592593,91,5,5723,0.0122294164155822,400,196,0.0725925925925926,65,5,410,85,5011,843,4630,64,147,408,466,395,0,4508,11,110,301,466,332,0,4850,14.3505154639175,19,20
C234,0.1,15,0.5,3,2,5,477900,467970,0.979221594475832,10508,0.0219878635697845,0.0224544308395837,798,460,0.17037037037037,87,5,5723,0.0122294164155822,400,196,0.0725925925925926,65,5,400,78,5011,843,4630,64,147,408,466,395,0,4508,11,110,301,466,332,0,4785,14.315569090217,18,20
C235,0.1,15,0.5,4,1.25,3,477900,468004,0.97929273906675,24325,0.0508997698263235,0.0519760514867394,1563,859,0.318148148148148,108,5,5549,0.0118567362672114,382,192,0.0711111111111111,64,5,838,105,4755,850,4632,64,147,116,466,402,0,4529,11,110,63,466,374,0,18776,17.6435765673176,20,20
C236,0.1,15,0.5,4,1.25,5,477900,468004,0.97929273906675,23677,0.0495438376229337,0.0505914479363424,1502,844,0.312592592592593,107,5,5549,0.0118567362672114,382,192,0.0711111111111111,64,5,819,102,4755,850,4632,64,147,116,466,402,0,4529,11,110,63,466,374,0,18128,17.5790851881573,20,20
C237,0.1,15,0.5,4,1.5,3,477900,468004,0.97929273906675,17040,0.0356559949780289,0.0364099452141435,1178,692,0.256296296296296,98,5,5549,0.0118567362672114,382,192,0.0711111111111111,64,5,658,94,4755,850,4632,64,147,116,466,402,0,4529,11,110,63,466,374,0,11491,16.6361502347418,20,20
C238,0.1,15,0.5,4,1.5,5,477900,468004,0.97929273906675,16918,0.0354007114459092,0.036149263681507,1155,687,0.254444444444444,98,5,5549,0.0118567362672114,382,192,0.0711111111111111,64,5,651,92,4755,850,4632,64,147,116,466,402,0,4529,11,110,63,466,374,0,11369,16.6118926587067,20,20
