Warning: truncated output (original token count: 108069)
Total output lines: 1538

CandidateId,PositionThresholdM,AttitudeThresholdDeg,VelocityThresholdMps,BodyRateThresholdRadps,GrowthFactor,MinimumConsecutiveGrowthSteps,CandidateStepCount,EligibleStepCount,EligibleStepFraction,PositiveStepCount,PositiveStepFractionAll,PositiveEligibleFraction,PositiveOnsetCount,PositiveEpisodeCount,PositiveEpisodeFraction,PositiveCellCount,PositiveFamilyCount,HardEventStepCount,HardEventEligibleFraction,HardEventOnsetCount,HardEventEpisodeCount,HardEventEpisodeFraction,HardEventCellCount,HardEventFamilyCount,GrowthOnlyEpisodeCount,GrowthOnlyCellCount,AbsoluteForecastPositiveCount,SafetyForecastPositiveCount,PositionForecastPositiveCount,AttitudeForecastPositiveCount,VelocityForecastPositiveCount,BodyRateForecastPositiveCount,ConstraintForecastPositiveCount,SaturationForecastPositiveCount,NonfiniteForecastPositiveCount,FirstPositionEventCount,FirstAttitudeEventCount,FirstVelocityEventCount,FirstBodyRateEventCount,FirstConstraintEventCount,FirstSaturationEventCount,FirstNonfiniteEventCount,GrowthOnlyPositiveCount,LeadMeanSteps,LeadP50Steps,LeadP95Steps
C067,0.1,5,0.75,4,1.25,3,477900,466983,0.977156308851224,29866,0.0624942456580875,0.063955218926599,2598,1026,0.38,118,5,7901,0.0169192454543313,626,246,0.0911111111111111,84,5,984,113,7469,802,4489,3668,8,38,461,359,0,4094,3373,0,0,395,297,0,21965,17.112402062546,20,20
C068,0.1,5,0.75,4,1.25,5,477900,466983,0.977156308851224,28284,0.0591839296924043,0.0605675153056964,2261,1007,0.372962962962963,114,5,7901,0.0169192454543313,626,246,0.0911111111111111,84,5,958,108,7469,802,4489,3668,8,38,461,359,0,4094,3373,0,0,395,297,0,20383,16.9508909630887,20,20
C069,0.1,5,0.75,4,1.5,3,477900,466983,0.977156308851224,23279,0.0487110274115924,0.0498497803988582,2124,941,0.348518518518519,117,5,7901,0.0169192454543313,626,246,0.0911111111111111,84,5,891,112,7469,802,4489,3668,8,38,461,359,0,4094,3373,0,0,395,297,0,15378,16.2953305554362,20,20
C070,0.1,5,0.75,4,1.5,5,477900,466983,0.977156308851224,22662,0.0474199623352166,0.0485285331585946,1918,929,0.344074074074074,114,5,7901,0.0169192454543313,626,246,0.0911111111111111,84,5,872,108,7469,802,4489,3668,8,38,461,359,0,4094,3373,0,0,395,297,0,14761,16.1944665078104,20,20
C071,0.1,5,0.75,4,2,3,477900,466983,0.977156308851224,15865,0.0331973216154007,0.0339733994599375,1464,681,0.252222222222222,109,5,7901,0.0169192454543313,626,246,0.0911111111111111,84,5,610,99,7469,802,4489,3668,8,38,461,359,0,4094,3373,0,0,395,297,0,7964,14.5640718562874,20,20
C072,0.1,5,0.75,4,2,5,477900,466983,0.977156308851224,15603,0.0326490897677338,0.0334123511990801,1347,676,0.25037037037037,107,5,7901,0.0169192454543313,626,246,0.0911111111111111,84,5,597,94,7469,802,4489,3668,8,38,461,359,0,4094,3373,0,0,395,297,0,7702,14.4727936935205,20,20
C073,0.1,5,1,1,1.25,3,477900,465928,0.974948734044779,34211,0.0715861058798912,0.0734255078037808,2945,1080,0.4,123,5,12257,0.0263066396524785,1001,301,0.111481481481481,96,5,1030,116,12197,764,4375,3229,0,7371,461,321,0,3978,1849,0,6745,395,77,0,21954,16.1423518751279,20,20
C074,0.1,5,1,1,1.25,5,477900,465928,0.974948734044779,32781,0.0685938480853735,0.0703563640734191,2651,1065,0.394444444444444,118,5,12257,0.0263066396524785,1001,301,0.111481481481481,96,5,1002,108,12197,764,4375,3229,0,7371,461,321,0,3978,1849,0,6745,395,77,0,20524,15.974070345627,20,20
C075,0.1,5,1,1,1.5,3,477900,465928,0.974948734044779,27708,0.0579786566227244,0.0594684157208839,2551,997,0.369259259259259,121,5,12257,0.0263066396524785,1001,301,0.111481481481481,96,5,941,113,12197,764,4375,3229,0,7371,461,321,0,3978,1849,0,6745,395,77,0,15451,15.2369712718348,20,20
C076,0.1,5,1,1,1.5,5,477900,465928,0.974948734044779,27139,0.0567880309688219,0.0582471969918099,2342,989,0.366296296296296,116,5,12257,0.0263066396524785,1001,301,0.111481481481481,96,5,920,105,12197,764,4375,3229,0,7371,461,321,0,3978,1849,0,6745,395,77,0,14882,15.1371089575887,20,20
C077,0.1,5,1,1,2,3,477900,465928,0.974948734044779,20369,0.0426218874241473,0.0437170549956216,1942,754,0.279259259259259,116,5,12257,0.0263066396524785,1001,301,0.111481481481481,96,5,666,103,12197,764,4375,3229,0,7371,461,321,0,3978,1849,0,6745,395,77,0,8112,13.5208404929059,16,20
C078,0.1,5,1,1,2,5,477900,465928,0.974948734044779,20115,0.042090395480226,0.04317190638897,1819,746,0.276296296296296,111,5,12257,0.0263066396524785,1001,301,0.111481481481481,96,5,645,95,12197,764,4375,3229,0,7371,461,321,0,3978,1849,0,6745,395,77,0,7858,13.439025602784,16,20
C079,0.1,5,1,2,1.25,3,477900,466839,0.976854990583804,30465,0.0637476459510358,0.0652580439937537,2626,1040,0.385185185185185,119,5,8221,0.0176099254775201,628,249,0.0922222222222222,86,5,996,115,7861,797,4450,3576,0,1677,461,354,0,4092,2980,0,954,395,296,0,22244,17.0576070901034,20,20
C080,0.1,5,1,2,1.25,5,477900,466839,0.976854990583804,28925,0.0605252144800167,0.0619592621867496,2300,1022,0.378518518518519,116,5,8221,0.0176099254775201,628,249,0.0922222222222222,86,5,972,110,7861,797,4450,3576,0,1677,461,354,0,4092,2980,0,954,395,296,0,20704,16.9009507346586,20,20
C081,0.1,5,1,2,1.5,3,477900,466839,0.976854990583804,23807,0.0498158610587989,0.050996167843732,2184,956,0.354074074074074,117,5,8221,0.0176099254775201,628,249,0.0922222222222222,86,5,905,113,7861,797,4450,3576,0,1677,461,354,0,4092,2980,0,954,395,296,0,15586,16.2347208804133,20,20
C082,0.1,5,1,2,1.5,5,477900,466839,0.976854990583804,23225,0.0485980330613099,0.0497494853686174,1988,945,0.35,115,5,8221,0.0176099254775201,628,249,0.0922222222222222,86,5,888,109,7861,797,4450,3576,0,1677,461,354,0,4092,2980,0,954,395,296,0,15004,16.14036598493,20,20
C083,0.1,5,1,2,2,3,477900,466839,0.976854990583804,16300,0.0341075538815652,0.0349156775676411,1513,699,0.258888888888889,113,5,8221,0.0176099254775201,628,249,0.0922222222222222,86,5,628,105,7861,797,4450,3576,0,1677,461,354,0,4092,2980,0,954,395,296,0,8079,14.5006134969325,20,20
C084,0.1,5,1,2,2,5,477900,466839,0.976854990583804,16064,0.0336137267210714,0.0344101499660482,1405,692,0.256296296296296,111,5,8221,0.0176099254775201,628,249,0.0922222222222222,86,5,614,101,7861,797,4450,3576,0,1677,461,354,0,4092,2980,0,954,395,296,0,7843,14.4198207171315,20,20
C085,0.1,5,1,3,1.25,3,477900,466980,0.977150031387319,29987,0.062747436702239,0.0642147415306865,2620,1031,0.381851851851852,118,5,7899,0.0169150713092638,626,246,0.0911111111111111,84,5,989,114,7467,802,4490,3666,0,242,461,359,0,4094,3361,0,10,395,297,0,22088,17.1246206689565,20,20
C086,0.1,5,1,3,1.25,5,477900,466980,0.977150031387319,28413,0.0594538606403013,0.0608441475009636,2293,1013,0.375185185185185,115,5,7899,0.0169150713092638,626,246,0.0911111111111111,84,5,966,110,7467,802,4490,3666,0,242,461,359,0,4094,3361,0,10,395,297,0,20514,16.9653327702108,20,20
C087,0.1,5,1,3,1.5,3,477900,466980,0.977150031387319,23362,0.0488847039129525,0.0500278384513255,2151,948,0.351111111111111,117,5,7899,0.0169150713092638,626,246,0.0911111111111111,84,5,900,112,7467,802,4490,3666,0,242,461,359,0,4094,3361,0,10,395,297,0,15463,16.3092201010187,20,20
C088,0.1,5,1,3,1.5,5,477900,466980,0.977150031387319,22757,0.047618748692195,0.0487322797550216,1956,937,0.347037037037037,115,5,7899,0.0169150713092638,626,246,0.0911111111111111,84,5,883,109,7467,802,4490,3666,0,242,461,359,0,4094,3361,0,10,395,297,0,14858,16.2110998813552,20,20
C089,0.1,5,1,3,2,3,477900,466980,0.977150031387319,15917,0.0333061309897468,0.0340849715191229,1483,685,0.253703703703704,110,5,7899,0.0169150713092638,626,246,0.0911111111111111,84,5,617,102,7467,802,4490,3666,0,242,461,359,0,4094,3361,0,10,395,297,0,8018,14.5828987874599,20,20
C090,0.1,5,1,3,2,5,477900,466980,0.977150031387319,15669,0.0327871939736347,0.0335538995246049,1379,680,0.251851851851852,109,5,7899,0.0169150713092638,626,246,0.0911111111111111,84,5,606,99,7467,802,4490,3666,0,242,461,359,0,4094,3361,0,10,395,297,0,7770,14.4971599974472,20,20
C091,0.1,5,1,4,1.25,3,477900,466984,0.977158401339192,29905,0.062575852688847,0.0640385966114471,2618,1029,0.381111111111111,118,5,7902,0.0169213506244325,627,246,0.0911111111111111,84,5,987,113,7470,802,4490,3669,0,38,461,359,0,4094,3374,0,0,395,297,0,22003,17.1155325196455,20,20
C092,0.1,5,1,4,1.25,5,477900,466984,0.977158401339192,28332,0.0592843691148776,0.0606701728538879,2281,1011,0.374444444444444,114,5,7902,0.0169213506244325,627,246,0.0911111111111111,84,5,962,108,7470,802,4490,3669,0,38,461,359,0,4094,3374,0,0,395,297,0,20430,16.9553861358182,20,20
C093,0.1,5,1,4,1.5,3,477900,466984,0.977158401339192,23309,0.0487738020506382,0.0499139156801946,2148,946,0.35037037037037,117,5,7902,0.0169213506244325,627,246,0.0911111111111111,84,5,897,112,7470,802,4490,3669,0,38,461,359,0,4094,3374,0,0,395,297,0,15407,16.2992835385473,20,20
C094,0.1,5,1,4,1.5,5,477900,466984,0.977158401339192,22681,0.0474597196066123,0.0485691158583592,1937,934,0.345925925925926,114,5,7902,0.0169213506244325,627,246,0.0911111111111111,84,5,878,108,7470,802,4490,3669,0,38,461,359,0,4094,3374,0,0,395,297,0,14779,16.1968167188396,20,20
C095,0.1,5,1,4,2,3,477900,466984,0.977158401339192,15887,0.033243356350701,0.0340204375310503,1474,683,0.252962962962963,109,5,7902,0.0169213506244325,627,246,0.0911111111111111,84,5,614,101,7470,802,4490,3669,0,38,461,359,0,4094,3374,0,0,395,297,0,7985,14.5704034745389,20,20
C096,0.1,5,1,4,2,5,477900,466984,0.977158401339192,15613,0.0326700146474158,0.03343369365974,1357,677,0.250740740740741,107,5,7902,0.0169213506244325,627,246,0.0911111111111111,84,5,600,96,7470,802,4490,3669,0,38,461,359,0,4094,3374,0,0,395,297,0,7711,14.4751168897713,20,20
C097,0.1,10,0.3,1,1.25,3,477900,466482,0.976107972379159,32071,0.0671081816279556,0.0687507770932212,2623,976,0.361481481481481,121,5,12155,0.0260567395955257,979,285,0.105555555555556,90,5,923,115,12094,780,4426,141,468,7713,466,332,0,4259,31,348,7463,466,77,0,19916,15.8985064388388,20,20
C098,0.1,10,0.3,1,1.25,5,477900,466482,0.976107972379159,30755,0.0643544674618121,0.0659296607371774,2375,953,0.352962962962963,118,5,12155,0.0260567395955257,979,285,0.105555555555556,90,5,888,111,12094,780,4426,141,468,7713,466,332,0,4259,31,348,7463,466,77,0,18600,15.7230043895302,20,20
C099,0.1,10,0.3,1,1.5,3,477900,466482,0.976107972379159,24669,0.0516195856873823,0.052883069443194,2196,822,0.304444444444444,117,5,12155,0.0260567395955257,979,285,0.105555555555556,90,5,759,105,12094,780,4426,141,468,7713,466,332,0,4259,31,348,7463,466,77,0,12514,14.6678422311403,20,20
C100,0.1,10,0.3,1,1.5,5,477900,466482,0.976107972379159,24245,0.050732370788868,0.0519741383375993,2029,808,0.299259259259259,113,5,12155,0.0260567395955257,979,285,0.105555555555556,90,5,732,100,12094,780,4426,141,468,7713,466,332,0,4259,31,348,7463,466,77,0,12090,14.5745926995257,20,20
C101,0.1,10,0.3,1,2,3,477900,466482,0.976107972379159,17831,0.0373111529608705,0.0382244116600426,1710,601,0.222592592592593,113,5,12155,0.0260567395955257,979,285,0.105555555555556,90,5,505,94,12094,780,4426,141,468,7713,466,332,0,4259,31,348,7463,466,77,0,5676,12.6230160955639,14,20
C102,0.1,10,0.3,1,2,5,477900,466482,0.976107972379159,17637,0.0369052102950408,0.0378085328051243,1601,586,0.217037037037037,110,5,12155,0.0260567395955257,979,285,0.105555555555556,90,5,478,90,12094,780,4426,141,468,7713,466,332,0,4259,31,348,7463,466,77,0,5482,12.5418722004876,13,20
C103,0.1,10,0.3,2,1.25,3,477900,467433,0.978097928436911,27003,0.0565034526051475,0.0577687069590722,1988,902,0.334074074074074,113,5,7056,0.015095211506248,486,215,0.0796296296296296,76,5,860,111,6690,826,4474,193,536,1875,466,378,0,4409,54,440,1618,466,298,0,19947,17.1842758212051,20,20
C104,0.1,10,0.3,2,1.25,5,477900,467433,0.978097928436911,25866,0.0541242937853107,0.0553362727920365,1815,884,0.327407407407407,110,5,7056,0.015095211506248,486,215,0.0796296296296296,76,5,838,107,6690,826,4474,193,536,1875,466,378,0,4409,54,440,1618,466,298,0,18810,17.0605041367046,20,20
C105,0.1,10,0.3,2,1.5,3,477900,467433,0.978097928436911,19480,0.0407616656204227,0.0416744217887911,1558,745,0.275925925925926,110,5,7056,0.015095211506248,486,215,0.0796296296296296,76,5,693,102,6690,826,4474,193,536,1875,466,378,0,4409,54,440,1618,466,298,0,12424,16.0968685831622,20,20
C106,0.1,10,0.3,2,1.5,5,477900,467433,0.978097928436911,19102,0.0399707051684453,0.0408657497438136,1431,738,0.273333333333333,106,5,7056,0.015095211506248,486,215,0.0796296296296296,76,5,682,97,6690,826,4474,193,536,1875,466,378,0,4409,54,440,1618,466,298,0,12046,16.019631452204,20,20
C107,0.1,10,0.3,2,2,3,477900,467433,0.978097928436911,12560,0.0262816488805189,0.0268701610712123,1035,513,0.19,100,5,7056,0.015095211506248,486,215,0.0796296296296296,76,5,433,86,6690,826,4474,193,536,1875,466,378,0,4409,54,440,1618,466,298,0,5504,13.9464171974522,17,20
C108,0.1,10,0.3,2,2,5,477900,467433,0.978097928436911,12414,0.0259761456371626,0.0265578168421998,960,510,0.188888888888889,97,5,7056,0.015095211506248,486,215,0.0796296296296296,76,5,427,82,6690,826,4474,193,536,1875,466,378,0,4409,54,440,1618,466,298,0,5358,13.8752215240857,17,20
C109,0.1,10,0.3,3,1.25,3,477900,467616,0.978480853735091,25744,0.053869010253191,0.0550537192910422,1754,877,0.324814814814815,111,5,6011,0.0128545644289331,394,204,0.0755555555555556,68,5,847,109,5302,838,4485,215,552,390,466,390,0,4435,98,454,265,466,321,0,19733,17.5356976382846,20,20
C110,0.1,10,0.3,3,1.25,5,477900,467616,0.978480853735091,24818,0.0519313663946432,0.053073461985903,1654,861,0.318888888888889,109,5,6011,0.0128545644289331,394,204,0.0755555555555556,68,5,826,107,5302,838,4485,215,552,390,466,390,0,4435,98,454,265,466,321,0,18807,17.4437505036667,20,20
C111,0.1,10,0.3,3,1.5,3,477900,467616,0.978480853735091,18197,0.0380770035572295,0.0389144084034764,1331,722,0.267407407407407,106,5,6011,0.0128545644289331,394,204,0.0755555555555556,68,5,683,98,5302,838,4485,215,552,390,466,390,0,4435,98,454,265,466,321,0,12186,16.5136560971589,20,20
C112,0.1,10,0.3,3,1.5,5,477900,467616,0.978480853735091,17955,0.0375706214689266,0.038396889755697,1270,714,0.264444444444444,103,5,6011,0.0128545644289331,394,204,0.0755555555555556,68,5,669,95,5302,838,4485,215,552,390,466,390,0,4435,98,454,265,466,321,0,11944,16.4666666666667,20,20
C113,0.1,10,0.3,3,2,3,477900,467616,0.978480853735091,11424,0.0239045825486503,0.0244303017860809,861,490,0.181481481481481,92,5,6011,0.0128545644289331,394,204,0.0755555555555556,68,5,424,78,5302,838,4485,215,552,390,466,390,0,4435,98,454,265,466,321,0,5413,14.4466911764706,19,20
C114,0.1,10,0.3,3,2,5,477900,467616,0.978480853735091,11323,0.0236932412638627,0.0242143125983713,825,485,0.17962962962963,91,5,6011,0.0128545644289331,394,204,0.0755555555555556,68,5,411,75,5302,838,4485,215,552,390,466,390,0,4435,98,454,265,466,321,0,5312,14.3971562306809,19,20
C115,0.1,10,0.3,4,1.25,3,477900,467641,0.978533165934296,25532,0.0534254028039339,0.0545974369227677,1686,866,0.320740740740741,108,5,5878,0.012569471025851,380,200,0.0740740740740741,67,5,838,105,5100,841,4487,221,558,99,466,393,0,4456,148,496,10,466,351,0,19654,17.5930205232649,20,20
C116,0.1,10,0.3,4,1.25,5,477900,467641,0.978533165934296,24677,0.0516363255911279,0.0527691113482351,1610,856,0.317037037037037,108,5,5878,0.012569471025851,380,200,0.0740740740740741,67,5,826,104,5100,841,4487,221,558,99,466,393,0,4456,148,496,10,466,351,0,18799,17.5096243465575,20,20
C117,0.1,10,0.3,4,1.5,3,477900,467641,0.978533165934296,17983,0.037629211132036,0.03845471205476,1266,710,0.262962962962963,105,5,5878,0.012569471025851,380,200,0.0740740740740741,67,5,671,96,5100,841,4487,221,558,99,466,393,0,4456,148,496,10,466,351,0,12105,16.5826057943613,20,20
C118,0.1,10,0.3,4,1.5,5,477900,467641,0.978533165934296,17778,0.0372002510985562,0.0380163415953691,1224,707,0.261851851851852,104,5,5878,0.012569471025851,380,200,0.0740740740740741,67,5,665,94,5100,841,4487,221,558,99,466,393,0,4456,148,496,10,466,351,0,11900,16.5431994600068,20,20
C119,0.1,10,0.3,4,2,3,477900,467641,0.978533165934296,11240,0.0235195647625026,0.024035531529528,809,480,0.177777777777778,90,5,5878,0.012569471025851,380,200,0.0740740740740741,67,5,413,76,5100,841,4487,221,558,99,466,393,0,4456,148,496,10,466,351,0,5362,14.5324733096085,19,20
C120,0.1,10,0.3,4,2,5,477900,467641,0.978533165934296,11163,0.0233584431889517,0.0238708753081958,784,477,0.176666666666667,89,5,5878,0.012569471025851,380,200,0.0740740740740741,67,5,407,74,5100,841,4487,221,558,99,466,393,0,4456,148,496,10,466,351,0,5285,14.4947594732599,19,20
C121,0.1,10,0.5,1,1.25,3,477900,466647,0.976453232893911,31836,0.06661644695543,0.0682228751068795,2608,986,0.365185185185185,120,5,11970,0.0256510810098426,957,282,0.104444444444444,89,5,941,114,11909,781,4452,151,18,7740,466,333,0,4285,33,0,7567,466,77,0,19866,15.9571240105541,20,20
C122,0.1,10,0.5,1,1.25,5,477900,466647,0.976453232893911,30591,0.0640112994350282,0.0655549055281615,2349,967,0.358148148148148,116,5,11970,0.0256510810098426,957,282,0.104444444444444,89,5,904,108,11909,781,4452,151,18,7740,466,333,0,4285,33,0,7567,466,77,0,18621,15.792586054722,20,20
C123,0.1,10,0.5,1,1.5,3,477900,466647,0.976453232893911,24493,0.0512513078049801,0.0524872119610755,2186,846,0.313333333333333,118,5,11970,0.0256510810098426,957,282,0.104444444444444,89,5,789,111,11909,781,4452,151,18,7740,466,333,0,4285,33,0,7567,466,77,0,12523,14.7450700200057,20,20
C124,0.1,10,0.5,1,1.5,5,477900,466647,0.976453232893911,24037,0.0502971332914836,0.0515100279226053,2012,834,0.308888888888889,114,5,11970,0.0256510810098426,957,282,0.104444444444444,89,5,763,105,11909,781,4452,151,18,7740,466,333,0,4285,33,0,7567,466,77,0,12067,14.6453800391064,20,20
C125,0.1,10,0.5,1,2,3,477900,466647,0.976453232893911,17576,0.036777568528981,0.0376644444301581,1670,594,0.22,110,5,11970,0.0256510810098426,957,282,0.104444444444444,89,5,503,95,11909,781,4452,151,18,7740,466,333,0,4285,33,0,7567,466,77,0,5606,12.6770027309968,14,20
C126,0.1,10,0.5,1,2,5,477900,466647,0.976453232893911,17358,0.0363214061519146,0.0371972818854509,1553,584,0.216296296296296,107,5,11970,0.0256510810098426,957,282,0.104444444444444,89,5,481,90,11909,781,4452,151,18,7740,466,333,0,4285,33,0,7567,466,77,0,5388,12.5850328378845,14,20
C127,0.1,10,0.5,2,1.25,3,477900,467686,0.978627327892865,26639,0.0557417869847248,0.056959156357043,1981,919,0.34037037037037,114,5,6753,0.0144391750020313,474,209,0.0774074074074074,74,5,884,112,6387,827,4537,256,68,1899,466,379,0,4436,135,20,1632,466,298,0,19886,17.301437741657,20,20
C128,0.1,10,0.5,2,1.25,5,477900,467686,0.978627327892865,25674,0.0537225360954175,0.0548958061605436,1795,905,0.335185185185185,109,5,6753,0.0144391750020313,474,209,0.0774074074074074,74,5,867,106,6387,827,4537,256,68,1899,466,379,0,4436,135,20,1632,466,298,0,18921,17.2000077899821,20,20
C129,0.1,10,0.5,2,1.5,3,477900,467686,0.978627327892865,19237,0.0402531910441515,0.0411322981658634,1553,766,0.283703703703704,110,5,6753,0.0144391750020313,474,209,0.0774074074074074,74,5,720,107,6387,827,4537,256,68,1899,466,379,0,4436,135,20,1632,466,298,0,12484,16.2630867598898,20,20
C130,0.1,10,0.5,2,1.5,5,477900,467686,0.978627327892865,18912,0.0395731324544884,0.0404373874779232,1417,756,0.28,105,5,6753,0.0144391750020313,474,209,0.0774074074074074,74,5,707,100,6387,827,4537,256,68,1899,466,379,0,4436,135,20,1632,466,298,0,12159,16.1988684433164,20,20
C131,0.1,10,0.5,2,2,3,477900,467686,0.978627327892865,12219,0.0255681104833647,0.0261265036798194,1020,514,0.19037037037037,98,5,6753,0.0144391750020313,474,209,0.0774074074074074,74,5,444,90,6387,827,4537,256,68,1899,466,379,0,4436,135,20,1632,466,298,0,5466,14.1167853343154,18,20
C132,0.1,10,0.5,2,2,5,477900,467686,0.978627327892865,12109,0.0253379368068634,0.0258913031392858,958,509,0.188518518518519,95,5,6753,0.0144391750020313,474,209,0.0774074074074074,74,5,436,85,6387,827,4537,256,68,1899,466,379,0,4436,135,20,1632,466,298,0,5356,14.0633413163762,18,20
C133,0.1,10,0.5,3,1.25,3,477900,467875,0.979022808118853,25333,0.0530089976982632,0.0541448036334491,1727,892,0.33037037037037,111,5,5713,0.0122105263157895,380,198,0.0733333333333333,66,5,869,109,5004,840,4551,283,70,394,466,392,0,4462,197,20,265,466,322,0,19620,17.6573244384795,20,20
C134,0.1,10,0.5,3,1.25,5,477900,467875,0.979022808118853,24635,0.0515484410964637,0.0526529521773978,1644,882,0.326666666666667,109,5,5713,0.0122105263157895,380,198,0.0733333333333333,66,5,854,107,5004,840,4551,283,70,394,466,392,0,4462,197,20,265,466,322,0,18922,17.5909478384412,20,20
C135,0.1,10,0.5,3,1.5,3,477900,467875,0.979022808118853,18011,0.0376878007951454,0.0384953246059311,1315,742,0.274814814814815,104,5,5713,0.0122105263157895,380,198,0.0733333333333333,66,5,709,101,5004,840,4551,283,70,394,466,392,0,4462,197,20,265,466,322,0,12298,16.7049580811726,20,20
C136,0.1,10,0.5,3,1.5,5,477900,467875,0.979022808118853,17839,0.037327892864616,0.0381277050494256,1271,736,0.272592592592593,102,5,5713,0.0122105263157895,380,198,0.0733333333333333,66,5,697,98,5004,840,4551,283,70,394,466,392,0,4462,197,20,265,466,322,0,12126,16.6731879589663,20,20
C137,0.1,10,0.5,3,2,3,477900,467875,0.979022808118853,11113,0.023253818790542,0.0237520705316591,860,493,0.182592592592593,91,5,5713,0.0122105263157895,380,198,0.0733333333333333,66,5,437,83,5004,840,4551,283,70,394,466,392,0,4462,197,20,265,466,322,0,5400,14.6596778547647,20,20
C138,0.1,10,0.5,3,2,5,477900,467875,0.979022808118853,11043,0.0231073446327684,0.0236024579214534,832,488,0.180740740740741,90,5,5713,0.0122105263157895,380,198,0.0733333333333333,66,5,425,79,5004,840,4551,283,70,394,466,392,0,4462,197,20,265,466,322,0,5330,14.6258263153129,20,20
C139,0.1,10,0.5,4,1.25,3,477900,467905,0.979085582757899,25141,0.05260724000837,0.0537309924023039,1673,884,0.327407407407407,108,5,5562,0.0118870283497719,366,194,0.0718518518518518,65,5,863,106,4784,845,4553,292,70,104,466,397,0,4483,259,20,10,466,354,0,19579,17.7257070124498,20,20
C140,0.1,10,0.5,4,1.25,5,477900,467905,0.979085582757899,24390,0.0510357815442561,0.0521259657409089,1574,873,0.323333333333333,106,5,5562,0.0118870283497719,366,194,0.0718518518518518,65,5,849,103,4784,845,4553,292,70,104,466,397,0,4483,259,20,10,466,354,0,18828,17.6556785567856,20,20
C141,0.1,10,0.5,4,1.5,3,477900,467905,0.979085582757899,17812,0.0372713956894748,0.0380675564484244,1265,729,0.27,101,5,5562,0.0118870283497719,366,194,0.0718518518518518,65,5,697,97,4784,845,4553,292,70,104,466,397,0,4483,259,20,10,466,354,0,12250,16.7899169099483,20,20
C142,0.1,10,0.5,4,1.5,5,477900,467905,0.979085582757899,17629,0.0368884703912953,0.03767645141642,1217,725,0.268518518518519,100,5,5562,0.0118870283497719,366,194,0.0718518518518518,65,5,689,94,4784,845,4553,292,70,104,466,397,0,4483,259,20,10,466,354,0,12067,16.7565942481139,20,20
C143,0.1,10,0.5,4,2,3,477900,467905,0.979085582757899,10935,0.0228813559322034,0.0233701285517359,820,487,0.18037037037037,91,5,5562,0.0118870283497719,366,194,0.0718518518518518,65,5,431,83,4784,845,4553,292,70,104,466,397,0,4483,259,20,10,466,354,0,5373,14.7711019661637,20,20
C144,0.1,10,0.5,4,2,5,477900,467905,0.979085582757899,10858,0.0227202343586524,0.0232055652322587,795,483,0.178888888888889,90,5,5562,0.0118870283497719,366,194,0.0718518518518518,65,5,424,80,4784,845,4553,292,70,104,466,397,0,4483,259,20,10,466,354,0,5296,14.7340209983422,20,20
C145,0.1,10,0.75,1,1.25,3,477900,466648,0.976455325381879,31795,0.066530654948734,0.0681348682518729,2635,997,0.369259259259259,120,5,11971,0.0256531689839022,957,282,0.104444444444444,89,5,952,114,11910,781,4453,151,0,7740,466,333,0,4286,33,0,7567,466,77,0,19824,15.95134455103,20,20
C146,0.1,10,0.75,1,1.25,5,477900,466648,0.976455325381879,30571,0.0639694496756644,0.0655119061905333,2358,979,0.362592592592593,115,5,11971,0.0256531689839022,957,282,0.104444444444444,89,5,919,107,11910,781,4453,151,0,7740,466,333,0,4286,33,0,7567,466,77,0,18600,15.789244709038,20,20
C147,0.1,10,0.75,1,1.5,3,477900,466648,0.976455325381879,24561,0.0513935969868173,0.0526328195984982,2209,860,0.318518518518519,119,5,11971,0.0256531689839022,957,282,0.104444444444444,89,5,802,112,11910,781,4453,151,0,7740,466,333,0,4286,33,0,7567,466,77,0,12590,14.7588860388421,20,20
C148,0.1,10,0.75,1,1.5,5,477900,466648,0.976455325381879,24077,0.0503808328102113,0.0515956352539816,2022,847,0.313703703703704,113,5,11971,0.0256531689839022,957,282,0.104444444444444,89,5,777,104,11910,781,4453,151,0,7740,466,333,0,4286,33,0,7567,466,77,0,12106,14.653528263488,20,20
C149,0.1,10,0.75,1,2,3,477900,466648,0.976455325381879,17635,0.0369010253191044,0.0377907973461796,1704,610,0.225925925925926,111,5,11971,0.0256531689839022,957,282,0.104444444444444,89,5,522,99,11910,781,4453,151,0,7740,466,333,0,4286,33,0,7567,466,77,0,5664,12.7004819960306,14,20
C150,0.1,10,0.75,1,2,5,477900,466648,0.976455325381879,17397,0.0364030131826742,0.0372807769453635,1570,599,0.221851851851852,107,5,11971,0.0256531689839022,957,282,0.104444444444444,89,5,501,93,11910,781,4453,151,0,7740,466,333,0,4286,33,0,7567,466,77,0,5426,12.6006207966891,14,20
C151,0.1,10,0.75,2,1.25,3,477900,467762,0.978786356978447,26729,0.0559301109018623,0.0571423074127441,2045,929,0.344074074074074,114,5,6829,0.0145993047746504,489,209,0.0774074074074074,74,5,893,112,6463,827,4613,331,4,1919,466,379,0,4439,207,0,1646,466,298,0,19900,17.262411612855,20,20
C152,0.1,10,0.75,2,1.25,5,477900,467762,0.978786356978447,25831,0.0540510567064239,0.0552225276957085,1859,912,0.337777777777778,109,5,6829,0.0145993047746504,489,209,0.0774074074074074,74,5,874,106,6463,827,4613,331,4,1919,466,379,0,4439,207,0,1646,466,298,0,19002,17.1672409120824,20,20
