Metric,Q50,Q75,Q90,Q95,Q99,Q995,Q999,Maximum
position_m,0.027809830861021,0.0532018584385449,0.0766174287763168,0.0895583102256396,0.116615262879408,0.127521695159653,0.172166861934257,0.25721933957371
attitude_deg,0.471773478211933,1.40489313261698,2.33880630432435,2.9702506056873,5.2690527134347,6.91950556688485,13.208180799776,22.8118678459286
velocity_mps,0.0166374829753021,0.0485236642917823,0.0865167077005798,0.114504601909735,0.185631696537303,0.219433960016724,0.518099003416081,0.982200179594441
body_rate_radps,0.0241385479394429,0.0872511699173105,0.184693712389123,0.436940973384299,1.41282324349096,2.02752596761436,3.07915984986668,4.54606442234672

