CandidateId,PositionThresholdM,AttitudeThresholdDeg,VelocityThresholdMps,BodyRateThresholdRadps,GrowthFactor,MinimumConsecutiveGrowthSteps,CandidateStepCount,EligibleStepCount,EligibleStepFraction,PositiveStepCount,PositiveStepFractionAll,PositiveEligibleFraction,PositiveOnsetCount,PositiveEpisodeCount,PositiveEpisodeFraction,PositiveCellCount,PositiveFamilyCount,AbsoluteForecastPositiveCount,SafetyForecastPositiveCount,GrowthOnlyPositiveCount,LeadMeanSteps,LeadP50Steps,LeadP95Steps
C133,0.15,10,0.75,1,1.25,3,477900,475762,0.995526260724001,18285,0.0382611424984306,0.0384330820872621,1925,589,0.218148148148148,112,5,8434,781,9790,14.8760732841127,20,20
C134,0.15,10,0.75,1,1.25,5,477900,475762,0.995526260724001,17384,0.0363758108390877,0.0365392780423825,1670,570,0.211111111111111,107,5,8434,781,8889,14.6105039116429,20,20
C135,0.15,10,0.75,1,1.5,3,477900,475762,0.995526260724001,14179,0.0296693869010253,0.0298027164842926,1645,465,0.172222222222222,107,5,8434,781,5684,13.3922702588335,16,20
C136,0.15,10,0.75,1,1.5,5,477900,475762,0.995526260724001,13695,0.0286566227244193,0.0287854011039133,1426,449,0.166296296296296,102,5,8434,781,5200,13.1587440671778,15,20
C137,0.15,10,0.75,1,2,3,477900,475762,0.995526260724001,10541,0.0220569156727349,0.0221560360011939,1227,303,0.112222222222222,93,5,8434,781,2046,11.1117541030263,11,20
C138,0.15,10,0.75,1,2,5,477900,475762,0.995526260724001,10304,0.0215609960242729,0.0216578877674131,1086,289,0.107037037037037,89,5,8434,781,1809,10.9073175465839,10,20
C139,0.15,10,1,1,1.25,3,477900,475762,0.995526260724001,18300,0.0382925298179535,0.0384646104564887,1921,589,0.218148148148148,112,5,8434,781,9805,14.8802732240437,20,20
C140,0.15,10,1,1,1.25,5,477900,475762,0.995526260724001,17348,0.0363004812722327,0.0364636099562386,1659,568,0.21037037037037,107,5,8434,781,8853,14.5993198063177,20,20
C141,0.15,10,1,1,1.5,3,477900,475762,0.995526260724001,14196,0.0297049591964846,0.0298384486360827,1650,465,0.172222222222222,107,5,8434,781,5701,13.4001831501831,16,20
C142,0.15,10,1,1,1.5,5,477900,475762,0.995526260724001,13696,0.0286587152123875,0.0287875029951951,1430,450,0.166666666666667,102,5,8434,781,5201,13.1592435747664,15,20
C143,0.15,10,1,1,2,3,477900,475762,0.995526260724001,10543,0.0220611006486713,0.0221602397837574,1226,305,0.112962962962963,95,5,8434,781,2048,11.1134401972873,11,20
C144,0.15,10,1,1,2,5,477900,475762,0.995526260724001,10291,0.0215337936806863,0.02163056318075,1087,292,0.108148148148148,92,5,8434,781,1796,10.8958313089107,10,20
C145,0.15,15,0.3,1,1.25,3,477900,475654,0.995300272023436,18324,0.0383427495291902,0.0385238009141098,2070,587,0.217407407407407,115,5,8733,782,9530,14.6274285090592,20,20
C146,0.15,15,0.3,1,1.25,5,477900,475654,0.995300272023436,17397,0.0364030131826742,0.0365749052882978,1813,567,0.21,114,5,8733,782,8603,14.3411507731218,20,20
C147,0.15,15,0.3,1,1.5,3,477900,475654,0.995300272023436,14108,0.0295208202552835,0.0296602151984426,1762,469,0.173703703703704,113,5,8733,782,5314,13.0219024666856,15,20
C148,0.15,15,0.3,1,1.5,5,477900,475654,0.995300272023436,13652,0.028566645741787,0.0287015351494994,1555,448,0.165925925925926,110,5,8733,782,4858,12.7888221506006,14,20
C149,0.15,15,0.3,1,2,3,477900,475654,0.995300272023436,10767,0.0225298179535468,0.0226362019451114,1353,314,0.116296296296296,100,5,8733,782,1973,10.8565988669081,10,20
C150,0.15,15,0.3,1,2,5,477900,475654,0.995300272023436,10541,0.0220569156727349,0.0221610666576966,1214,297,0.11,98,5,8733,782,1747,10.6605635138981,10,20
C151,0.15,15,0.5,1,1.25,3,477900,475860,0.995731324544884,17759,0.0371604938271605,0.0373197999411592,1949,549,0.203333333333333,111,5,8533,783,9165,14.6252604313306,20,20
C152,0.15,15,0.5,1,1.25,5,477900,475860,0.995731324544884,16801,0.0351558903536305,0.0353066027823309,1669,520,0.192592592592593,105,5,8533,783,8207,14.3187905481817,20,20
C153,0.15,15,0.5,1,1.5,3,477900,475860,0.995731324544884,13608,0.0284745762711864,0.0285966460723742,1654,423,0.156666666666667,106,5,8533,783,5014,12.9857436801881,15,20
C154,0.15,15,0.5,1,1.5,5,477900,475860,0.995731324544884,13130,0.0274743670223896,0.0275921489513723,1436,405,0.15,102,5,8533,783,4536,12.7303884234577,14,20
C155,0.15,15,0.5,1,2,3,477900,475860,0.995731324544884,10384,0.0217283950617284,0.0218215441516412,1271,289,0.107037037037037,92,5,8533,783,1790,10.8079738058552,10,20
C156,0.15,15,0.5,1,2,5,477900,475860,0.995731324544884,10155,0.0212492153170119,0.0213403101752616,1139,273,0.101111111111111,88,5,8533,783,1561,10.6006893156081,10,20
C157,0.15,15,0.75,1,1.25,3,477900,475861,0.995733417032852,17684,0.0370035572295459,0.037162112465615,1938,552,0.204444444444444,111,5,8533,783,9090,14.6024655055417,20,20
C158,0.15,15,0.75,1,1.25,5,477900,475861,0.995733417032852,16678,0.0348985143335426,0.035048049745619,1622,525,0.194444444444444,106,5,8533,783,8084,14.2768917136347,20,20
C159,0.15,15,0.75,1,1.5,3,477900,475861,0.995733417032852,13525,0.0283008997698263,0.0284221652961684,1644,422,0.156296296296296,105,5,8533,783,4931,12.9426987060998,15,20
C160,0.15,15,0.75,1,1.5,5,477900,475861,0.995733417032852,12987,0.0271751412429379,0.0272915830463097,1390,403,0.149259259259259,100,5,8533,783,4393,12.6503426503427,14,20
C161,0.15,15,0.75,1,2,3,477900,475861,0.995733417032852,10306,0.0215651810002092,0.0216575848829805,1246,287,0.106296296296296,90,5,8533,783,1712,10.7384048127304,10,20
C162,0.15,15,0.75,1,2,5,477900,475861,0.995733417032852,10074,0.0210797237915882,0.0211700475559039,1109,272,0.100740740740741,86,5,8533,783,1480,10.5251141552511,10,20
C163,0.15,15,1,1,1.25,3,477900,475861,0.995733417032852,17640,0.0369114877589454,0.0370696484897901,1936,556,0.205925925925926,114,5,8533,783,9046,14.5890022675737,20,20
C164,0.15,15,1,1,1.25,5,477900,475861,0.995733417032852,16631,0.0348001673990375,0.0349492814078061,1623,524,0.194074074074074,105,5,8533,783,8037,14.2607179363839,20,20
C165,0.15,15,1,1,1.5,3,477900,475861,0.995733417032852,13493,0.0282339401548441,0.0283549187682958,1635,419,0.155185185185185,105,5,8533,783,4899,12.9259616097236,15,20
C166,0.15,15,1,1,1.5,5,477900,475861,0.995733417032852,12952,0.0271019041640511,0.027218032156449,1382,399,0.147777777777778,98,5,8533,783,4358,12.6304817788758,14,20
C167,0.15,15,1,1,2,3,477900,475861,0.995733417032852,10288,0.0215275162167818,0.0216197587110522,1243,288,0.106666666666667,91,5,8533,783,1694,10.722200622084,10,20
C168,0.15,15,1,1,2,5,477900,475861,0.995733417032852,10054,0.0210378740322243,0.0211280184759835,1104,273,0.101111111111111,85,5,8533,783,1460,10.5062661627213,10,20
C169,0.15,20,0.3,1,1.25,3,477900,475675,0.995344214270768,18144,0.0379661016949153,0.038143690545015,2078,574,0.212592592592593,115,5,8754,782,9329,14.5521935626102,20,20
C170,0.15,20,0.3,1,1.25,5,477900,475675,0.995344214270768,17248,0.0360912324754133,0.036260051505755,1819,554,0.205185185185185,113,5,8754,782,8433,14.2691906307978,20,20
C171,0.15,20,0.3,1,1.5,3,477900,475675,0.995344214270768,13924,0.0291358024691358,0.0292720870342145,1776,458,0.16962962962963,113,5,8754,782,5109,12.9011060040218,15,20
C172,0.15,20,0.3,1,1.5,5,477900,475675,0.995344214270768,13456,0.0281565181000209,0.0282882220003153,1563,439,0.162592592592593,111,5,8754,782,4641,12.6542063020214,14,20
C173,0.15,20,0.3,1,2,3,477900,475675,0.995344214270768,10666,0.0223184766687592,0.0224228727597624,1371,305,0.112962962962963,100,5,8754,782,1851,10.7327020438777,10,20
C174,0.15,20,0.3,1,2,5,477900,475675,0.995344214270768,10436,0.0218372044360745,0.0219393493456667,1233,291,0.107777777777778,98,5,8754,782,1621,10.5284591797624,10,20
C175,0.15,20,0.5,1,1.25,3,477900,475903,0.995821301527516,17511,0.0366415568110483,0.0367953133306577,1959,536,0.198518518518519,110,5,8576,783,8874,14.5036833990063,20,20
C176,0.15,20,0.5,1,1.25,5,477900,475903,0.995821301527516,16482,0.0344883866917765,0.034633108007304,1650,503,0.186296296296296,104,5,8576,783,7845,14.1605387695668,19,20
C177,0.15,20,0.5,1,1.5,3,477900,475903,0.995821301527516,13397,0.0280330613098975,0.0281506945743145,1666,413,0.152962962962963,104,5,8576,783,4760,12.8158542957379,14,20
C178,0.15,20,0.5,1,1.5,5,477900,475903,0.995821301527516,12909,0.0270119271814187,0.0271252755288368,1433,391,0.144814814814815,100,5,8576,783,4272,12.5442714385313,14,20
C179,0.15,20,0.5,1,2,3,477900,475903,0.995821301527516,10331,0.0216174931994141,0.0217082052435055,1300,283,0.104814814814815,91,5,8576,783,1694,10.6837673022941,10,20
C180,0.15,20,0.5,1,2,5,477900,475903,0.995821301527516,10089,0.0211111111111111,0.0211996982578383,1161,265,0.0981481481481482,88,5,8576,783,1452,10.4603033006244,10,20
C181,0.15,20,0.75,1,1.25,3,477900,475907,0.995829671479389,17393,0.0363946432308014,0.0365470564627123,1960,539,0.19962962962963,113,5,8579,783,8753,14.4634623124245,20,20
C182,0.15,20,0.75,1,1.25,5,477900,475907,0.995829671479389,16379,0.0342728604310525,0.0344163880758215,1624,509,0.188518518518519,105,5,8579,783,7739,14.1207033396422,19,20
C183,0.15,20,0.75,1,1.5,3,477900,475907,0.995829671479389,13331,0.0278949571039967,0.0280117754099015,1661,410,0.151851851851852,105,5,8579,783,4691,12.7764608806541,14,20
C184,0.15,20,0.75,1,1.5,5,477900,475907,0.995829671479389,12773,0.0267273488177443,0.0268392774218492,1397,387,0.143333333333333,99,5,8579,783,4133,12.4608940734362,13,20
C185,0.15,20,0.75,1,2,3,477900,475907,0.995829671479389,10272,0.0214940364092906,0.0215840489843604,1296,280,0.103703703703704,91,5,8579,783,1632,10.6252920560748,10,20
C186,0.15,20,0.75,1,2,5,477900,475907,0.995829671479389,10000,0.0209248796819418,0.0210125087464568,1128,263,0.0974074074074074,87,5,8579,783,1360,10.3703,10,20
C187,0.15,20,1,1,1.25,3,477900,475907,0.995829671479389,17330,0.0362628164888052,0.0364146776576096,1949,540,0.2,114,5,8579,783,8690,14.4433352567802,20,20
C188,0.15,20,1,1,1.25,5,477900,475907,0.995829671479389,16299,0.034105461393597,0.0342482880058499,1612,514,0.19037037037037,107,5,8579,783,7659,14.0918461255292,19,20
C189,0.15,20,1,1,1.5,3,477900,475907,0.995829671479389,13330,0.0278928646160285,0.0280096741590269,1658,411,0.152222222222222,105,5,8579,783,4690,12.7759189797449,14,20
C190,0.15,20,1,1,1.5,5,477900,475907,0.995829671479389,12754,0.0266875915463486,0.026799353655231,1383,388,0.143703703703704,98,5,8579,783,4114,12.4496628508703,13,20
C191,0.15,20,1,1,2,3,477900,475907,0.995829671479389,10244,0.0214354467461812,0.0215252139598703,1280,281,0.104074074074074,91,5,8579,783,1604,10.5996680983991,10,20
C192,0.15,20,1,1,2,5,477900,475907,0.995829671479389,9995,0.0209144172421009,0.0210020024920835,1119,265,0.0981481481481482,86,5,8579,783,1355,10.3654827413707,10,20
C193,0.2,5,0.3,1,1.25,3,477900,474876,0.993672316384181,19477,0.0407553881565181,0.0410149175784836,2148,694,0.257037037037037,118,5,8813,764,10604,15.0077527339939,20,20
C194,0.2,5,0.3,1,1.25,5,477900,474876,0.993672316384181,18674,0.0390751203180582,0.0393239498311138,1933,686,0.254074074074074,114,5,8813,764,9801,14.7930812894934,20,20
C195,0.2,5,0.3,1,1.5,3,477900,474876,0.993672316384181,16979,0.035528353211969,0.0357545969895299,2008,659,0.244074074074074,116,5,8813,764,8106,14.2732787561105,19,20
C196,0.2,5,0.3,1,1.5,5,477900,474876,0.993672316384181,16416,0.0343502824858757,0.0345690243347737,1812,647,0.23962962962963,110,5,8813,764,7543,14.0768762183236,18,20
C197,0.2,5,0.3,1,2,3,477900,474876,0.993672316384181,12866,0.0269219501987864,0.0270933885898635,1521,483,0.178888888888889,111,5,8813,764,3993,12.4425617907664,13,20
C198,0.2,5,0.3,1,2,5,477900,474876,0.993672316384181,12585,0.0263339610797238,0.0265016551689283,1388,472,0.174814814814815,106,5,8813,764,3712,12.273818037346,13,20
C199,0.2,5,0.5,1,1.25,3,477900,475017,0.993967357187696,19545,0.0408976773383553,0.0411458958310966,2184,688,0.254814814814815,119,5,8937,764,10548,14.9353798925556,20,20
C200,0.2,5,0.5,1,1.25,5,477900,475017,0.993967357187696,18596,0.038911906256539,0.0391480725952966,1936,680,0.251851851851852,115,5,8937,764,9599,14.676919767692,20,20
C201,0.2,5,0.5,1,1.5,3,477900,475017,0.993967357187696,16688,0.0349194392132245,0.0351313742455533,1964,627,0.232222222222222,116,5,8937,764,7691,14.0683125599233,19,20
C202,0.2,5,0.5,1,1.5,5,477900,475017,0.993967357187696,16106,0.0337016112157355,0.0339061549376128,1748,617,0.228518518518519,111,5,8937,764,7109,13.8539674655408,18,20
C203,0.2,5,0.5,1,2,3,477900,475017,0.993967357187696,12494,0.0261435446746181,0.0263022165522497,1475,438,0.162222222222222,112,5,8937,764,3497,12.077157035377,12,20
C204,0.2,5,0.5,1,2,5,477900,475017,0.993967357187696,12225,0.0255806654111739,0.0257359210301947,1342,431,0.15962962962963,109,5,8937,764,3228,11.9028220858896,12,20
C205,0.2,5,0.75,1,1.25,3,477900,475017,0.993967357187696,19477,0.0407553881565181,0.0410027430597221,2188,679,0.251481481481481,119,5,8937,764,10480,14.9176977974021,20,20
C206,0.2,5,0.75,1,1.25,5,477900,475017,0.993967357187696,18516,0.0387445072190835,0.0389796575701501,1915,670,0.248148148148148,115,5,8937,764,9519,14.6539209332469,20,20
C207,0.2,5,0.75,1,1.5,3,477900,475017,0.993967357187696,16493,0.0345114040594267,0.0347208626217588,1949,617,0.228518518518519,116,5,8937,764,7496,13.9981810465046,18,20
C208,0.2,5,0.75,1,1.5,5,477900,475017,0.993967357187696,15916,0.0333040385017786,0.0335061692528899,1726,607,0.224814814814815,111,5,8937,764,6919,13.7805981402362,17,20
C209,0.2,5,0.75,1,2,3,477900,475017,0.993967357187696,12378,0.0259008160703076,0.0260580147657873,1468,429,0.158888888888889,112,5,8937,764,3381,12.0029083858459,12,20
C210,0.2,5,0.75,1,2,5,477900,475017,0.993967357187696,12103,0.0253253818790542,0.0254790881168463,1327,422,0.156296296296296,108,5,8937,764,3106,11.8212013550359,12,20
C211,0.2,5,1,1,1.25,3,477900,475017,0.993967357187696,19439,0.0406758736137267,0.0409227459227775,2190,679,0.251481481481481,119,5,8937,764,10442,14.9077627449972,20,20
C212,0.2,5,1,1,1.25,5,477900,475017,0.993967357187696,18500,0.0387110274115924,0.0389459745651208,1925,669,0.247777777777778,115,5,8937,764,9503,14.6492972972973,20,20
C213,0.2,5,1,1,1.5,3,477900,475017,0.993967357187696,16430,0.0343795773174304,0.034588235789456,1947,615,0.227777777777778,116,5,8937,764,7433,13.9751673767498,18,20
C214,0.2,5,1,1,1.5,5,477900,475017,0.993967357187696,15868,0.0332035990793053,0.033405120237802,1729,606,0.224444444444444,111,5,8937,764,6871,13.7617847239728,17,20
C215,0.2,5,1,1,2,3,477900,475017,0.993967357187696,12337,0.0258150240636116,0.0259717020653998,1467,425,0.157407407407407,111,5,8937,764,3340,11.9763313609467,12,20
C216,0.2,5,1,1,2,5,477900,475017,0.993967357187696,12063,0.0252416823603264,0.0253948806042731,1326,419,0.155185185185185,108,5,8937,764,3066,11.7940810743596,12,20
C217,0.2,10,0.3,1,1.25,3,477900,475880,0.995773174304248,13052,0.0273111529608705,0.0274270824577625,1722,401,0.148518518518519,111,5,8361,780,4630,12.7808764940239,14,20
C218,0.2,10,0.3,1,1.25,5,477900,475880,0.995773174304248,12418,0.0259845155890354,0.0260948138186097,1499,383,0.141851851851852,110,5,8361,780,3996,12.4123047189564,13,20
C219,0.2,10,0.3,1,1.5,3,477900,475880,0.995773174304248,11592,0.024256120527307,0.0243590821215432,1568,352,0.13037037037037,107,5,8361,780,3170,11.871635610766,12,20
C220,0.2,10,0.3,1,1.5,5,477900,475880,0.995773174304248,11165,0.0233626281648881,0.0234617970917038,1372,329,0.121851851851852,104,5,8361,780,2743,11.5607702642185,11,20
C221,0.2,10,0.3,1,2,3,477900,475880,0.995773174304248,10128,0.0211927181418707,0.0212826763049508,1286,270,0.1,98,5,8361,780,1706,10.696682464455,10,20
C222,0.2,10,0.3,1,2,5,477900,475880,0.995773174304248,9904,0.0207240008369952,0.0208119694040514,1156,256,0.0948148148148148,95,5,8361,780,1482,10.486268174475,10,20
C223,0.2,10,0.5,1,1.25,3,477900,476063,0.996156099602427,12134,0.0253902490060682,0.0254882231973499,1584,358,0.132592592592593,102,5,8138,781,3935,12.5128564364595,13,20
C224,0.2,10,0.5,1,1.25,5,477900,476063,0.996156099602427,11539,0.0241452186649927,0.0242383886166327,1352,341,0.126296296296296,99,5,8138,781,3340,12.1267874165872,13,20
C225,0.2,10,0.5,1,1.5,3,477900,476063,0.996156099602427,10772,0.0225402803933877,0.0226272573167837,1434,307,0.113703703703704,96,5,8138,781,2573,11.5661901225399,11,20
C226,0.2,10,0.5,1,1.5,5,477900,476063,0.996156099602427,10349,0.0216551579828416,0.0217387194551982,1237,290,0.107407407407407,93,5,8138,781,2150,11.221470673495,11,20
C227,0.2,10,0.5,1,2,3,477900,476063,0.996156099602427,9558,0.02,0.0200771746596564,1185,244,0.0903703703703704,90,5,8138,781,1359,10.4949780288763,10,20
C228,0.2,10,0.5,1,2,5,477900,476063,0.996156099602427,9337,0.0195375601590291,0.0196129503868185,1057,234,0.0866666666666667,87,5,8138,781,1138,10.2700010710078,10,20
C229,0.2,10,0.75,1,1.25,3,477900,476064,0.996158192090395,12132,0.0253860640301318,0.0254839685420448,1578,360,0.133333333333333,103,5,8138,781,3933,12.5116221562809,13,20
C230,0.2,10,0.75,1,1.25,5,477900,476064,0.996158192090395,11488,0.0240385017786148,0.0241312092491766,1321,342,0.126666666666667,98,5,8138,781,3289,12.0918349582173,13,20
C231,0.2,10,0.75,1,1.5,3,477900,476064,0.996158192090395,10726,0.0224440259468508,0.0225305841231431,1417,305,0.112962962962963,95,5,8138,781,2527,11.5300205109081,11,20
C232,0.2,10,0.75,1,1.5,5,477900,476064,0.996158192090395,10292,0.0215358861686545,0.0216189419909928,1213,288,0.106666666666667,90,5,8138,781,2093,11.1728527011271,11,20
C233,0.2,10,0.75,1,2,3,477900,476064,0.996158192090395,9488,0.0198535258422264,0.0199300934328158,1165,241,0.0892592592592593,88,5,8138,781,1289,10.4248524451939,10,20
C234,0.2,10,0.75,1,2,5,477900,476064,0.996158192090395,9268,0.0193931784892237,0.0194679706930161,1032,228,0.0844444444444444,84,5,8138,781,1069,10.1975615019422,9,20
C235,0.2,10,1,1,1.25,3,477900,476064,0.996158192090395,12156,0.0254362837413685,0.0255343819318411,1581,361,0.133703703703704,103,5,8138,781,3957,12.5264067127345,14,20
C236,0.2,10,1,1,1.25,5,477900,476064,0.996158192090395,11478,0.0240175768989328,0.0241102036700948,1318,345,0.127777777777778,98,5,8138,781,3279,12.0849451123889,13,20
C237,0.2,10,1,1,1.5,3,477900,476064,0.996158192090395,10712,0.0224147311152961,0.0225011763124286,1413,305,0.112962962962963,96,5,8138,781,2513,11.5189507094847,11,20
C238,0.2,10,1,1,1.5,5,477900,476064,0.996158192090395,10262,0.0214731115296087,0.0215559252537474,1202,291,0.107777777777778,91,5,8138,781,2063,11.1470473591892,11,20
C239,0.2,10,1,1,2,3,477900,476064,0.996158192090395,9491,0.019859803306131,0.0199363951065403,1166,242,0.0896296296296296,88,5,8138,781,1292,10.4278790433042,10,20
C240,0.2,10,1,1,2,5,477900,476064,0.996158192090395,9245,0.0193450512659552,0.0194196578611279,1021,227,0.0840740740740741,83,5,8138,781,1046,10.1731746890211,9,20
C241,0.2,15,0.3,1,1.25,3,477900,475956,0.99593220338983,12858,0.0269052102950408,0.0270151022363412,1771,387,0.143333333333333,110,5,8437,782,4360,12.5645512521387,14,20
C242,0.2,15,0.3,1,1.25,5,477900,475956,0.99593220338983,12159,0.0254425612052731,0.0255464790863021,1523,365,0.135185185185185,109,5,8437,782,3661,12.137100090468,13,20
C243,0.2,15,0.3,1,1.5,3,477900,475956,0.99593220338983,11326,0.0236995187277673,0.0237963173066418,1570,331,0.122592592592593,105,5,8437,782,2828,11.5588027547236,11,20
C244,0.2,15,0.3,1,1.5,5,477900,475956,0.99593220338983,10914,0.0228374136848713,0.022930691072284,1366,308,0.114074074074074,102,5,8437,782,2416,11.2401502657138,11,20
C245,0.2,15,0.3,1,2,3,477900,475956,0.99593220338983,9943,0.0208056078677548,0.0208905865248048,1297,253,0.0937037037037037,97,5,8437,782,1445,10.3846927486674,10,20
C246,0.2,15,0.3,1,2,5,477900,475956,0.99593220338983,9715,0.0203285206110065,0.0204115506475388,1159,239,0.0885185185185185,94,5,8437,782,1217,10.1590324240865,9,20
C247,0.2,15,0.5,1,1.25,3,477900,476162,0.996363255911279,11924,0.0249508265327474,0.0250418975054708,1619,338,0.125185185185185,101,5,8237,783,3626,12.2334786984233,13,20
C248,0.2,15,0.5,1,1.25,5,477900,476162,0.996363255911279,11308,0.0236618539443398,0.0237482201435646,1367,315,0.116666666666667,96,5,8237,783,3010,11.8103997170145,12,20
C249,0.2,15,0.5,1,1.5,3,477900,476162,0.996363255911279,10572,0.0221217827997489,0.0222025277111571,1456,286,0.105925925925926,95,5,8237,783,2274,11.2402572833901,11,20
C250,0.2,15,0.5,1,1.5,5,477900,476162,0.996363255911279,10159,0.0212575852688847,0.0213351758435154,1243,266,0.0985185185185185,92,5,8237,783,1861,10.8841421399744,10,20
C251,0.2,15,0.5,1,2,3,477900,476162,0.996363255911279,9460,0.019794936179117,0.0198671880578459,1218,232,0.0859259259259259,89,5,8237,783,1162,10.2105708245243,9,20
C252,0.2,15,0.5,1,2,5,477900,476162,0.996363255911279,9226,0.0193052939945595,0.0193757586703685,1073,216,0.08,85,5,8237,783,928,9.96228051159766,9,20
C253,0.2,15,0.75,1,1.25,3,477900,476163,0.996365348399247,11835,0.0247645951035782,0.0248549341296993,1602,341,0.126296296296296,103,5,8237,783,3537,12.1750739332488,13,20
C254,0.2,15,0.75,1,1.25,5,477900,476163,0.996365348399247,11120,0.0232684662063193,0.0233533474881501,1320,316,0.117037037037037,98,5,8237,783,2822,11.6719424460432,12,20
C255,0.2,15,0.75,1,1.5,3,477900,476163,0.996365348399247,10465,0.0218978865871521,0.0219777681172204,1434,284,0.105185185185185,95,5,8237,783,2167,11.1506927854754,11,20
C256,0.2,15,0.75,1,1.5,5,477900,476163,0.996365348399247,9975,0.020872567482737,0.0209487087404943,1200,263,0.0974074074074074,92,5,8237,783,1677,10.7159899749373,10,20
C257,0.2,15,0.75,1,2,3,477900,476163,0.996365348399247,9374,0.0196149822138523,0.0196865359131222,1202,228,0.0844444444444444,87,5,8237,783,1076,10.1207595476851,9,20
C258,0.2,15,0.75,1,2,5,477900,476163,0.996365348399247,9110,0.019062565390249,0.0191321039223963,1041,214,0.0792592592592593,83,5,8237,783,812,9.8344676180022,9,20
C259,0.2,15,1,1,1.25,3,477900,476163,0.996365348399247,11796,0.0246829880728186,0.0247730294037966,1591,341,0.126296296296296,103,5,8237,783,3498,12.1492031197016,13,20
C260,0.2,15,1,1,1.25,5,477900,476163,0.996365348399247,11082,0.0231889516635279,0.0232735428834244,1314,317,0.117407407407407,96,5,8237,783,2784,11.6433856704566,12,20
C261,0.2,15,1,1,1.5,3,477900,476163,0.996365348399247,10423,0.021810002092488,0.0218895630277867,1422,284,0.105185185185185,95,5,8237,783,2125,11.115034059292,11,20
C262,0.2,15,1,1,1.5,5,477900,476163,0.996365348399247,9936,0.0207909604519774,0.0208668040145916,1193,264,0.0977777777777778,90,5,8237,783,1638,10.6795491143317,10,20
C263,0.2,15,1,1,2,3,477900,476163,0.996365348399247,9342,0.0195480225988701,0.0196193320354584,1193,228,0.0844444444444444,87,5,8237,783,1044,10.0869192892314,9,20
C264,0.2,15,1,1,2,5,477900,476163,0.996365348399247,9090,0.0190207156308851,0.0190901014988565,1037,213,0.0788888888888889,81,5,8237,783,792,9.81210121012101,9,20
C265,0.2,20,0.3,1,1.25,3,477900,475979,0.995980330613099,12742,0.0266624816907303,0.0267700885963456,1783,377,0.13962962962963,108,5,8460,782,4221,12.4627217077382,13,20
C266,0.2,20,0.3,1,1.25,5,477900,475979,0.995980330613099,12013,0.0251370579619167,0.02523850842159,1528,356,0.131851851851852,106,5,8460,782,3492,12.005327561808,12,20
C267,0.2,20,0.3,1,1.5,3,477900,475979,0.995980330613099,11285,0.0236137267210714,0.0237090291798588,1587,324,0.12,104,5,8460,782,2764,11.4895879486043,11,20
C268,0.2,20,0.3,1,1.5,5,477900,475979,0.995980330613099,10858,0.0227202343586524,0.0228119307784587,1375,303,0.112222222222222,103,5,8460,782,2337,11.1549088229877,11,20
C269,0.2,20,0.3,1,2,3,477900,475979,0.995980330613099,9923,0.0207637581083909,0.0208475584006857,1322,248,0.0918518518518519,96,5,8460,782,1402,10.3214753602741,9,20
C270,0.2,20,0.3,1,2,5,477900,475979,0.995980330613099,9692,0.020280393387738,0.0203622428720595,1180,236,0.0874074074074074,94,5,8460,782,1171,10.0907965332233,9,20
C271,0.2,20,0.5,1,1.25,3,477900,476207,0.996457417869847,11792,0.0246746181209458,0.0247623407467761,1634,327,0.121111111111111,98,5,8282,783,3449,12.0760685210312,13,20
C272,0.2,20,0.5,1,1.25,5,477900,476207,0.996457417869847,11144,0.023318685917556,0.0234015879648976,1374,303,0.112222222222222,92,5,8282,783,2801,11.6153086862886,12,20
C273,0.2,20,0.5,1,1.5,3,477900,476207,0.996457417869847,10513,0.0219983260096254,0.0220765339442721,1480,281,0.104074074074074,95,5,8282,783,2170,11.112051745458,11,20
C274,0.2,20,0.5,1,1.5,5,477900,476207,0.996457417869847,10098,0.0211299435028249,0.0212050641842728,1260,260,0.0962962962962963,91,5,8282,783,1755,10.7467815408992,10,20
C275,0.2,20,0.5,1,2,3,477900,476207,0.996457417869847,9454,0.0197823812513078,0.0198527111109245,1239,230,0.0851851851851852,89,5,8282,783,1111,10.1164586418447,9,20
C276,0.2,20,0.5,1,2,5,477900,476207,0.996457417869847,9225,0.0193032015065913,0.0193718277975754,1094,215,0.0796296296296296,85,5,8282,783,882,9.87111111111111,9,20
C277,0.2,20,0.75,1,1.25,3,477900,476211,0.99646578782172,11688,0.0244569993722536,0.0245437421647127,1618,329,0.121851851851852,100,5,8285,783,3342,12.0011978097194,12,20
C278,0.2,20,0.75,1,1.25,5,477900,476211,0.99646578782172,10967,0.0229483155471856,0.0230297074196102,1335,304,0.112592592592593,93,5,8285,783,2621,11.4753350961977,11,20
C279,0.2,20,0.75,1,1.5,3,477900,476211,0.99646578782172,10417,0.0217974471646788,0.0218747571979648,1451,279,0.103333333333333,95,5,8285,783,2071,11.0252471920899,11,20
C280,0.2,20,0.75,1,1.5,5,477900,476211,0.99646578782172,9934,0.020786775476041,0.0208605009124107,1214,255,0.0944444444444444,90,5,8285,783,1588,10.5888866519026,10,20
C281,0.2,20,0.75,1,2,3,477900,476211,0.99646578782172,9378,0.019623352165725,0.0196929512338018,1227,225,0.0833333333333333,87,5,8285,783,1032,10.0309234378332,9,20
C282,0.2,20,0.75,1,2,5,477900,476211,0.99646578782172,9120,0.0190834902699309,0.0191511745843754,1065,209,0.0774074074074074,82,5,8285,783,774,9.74890350877193,9,20
