CandidateId,PositionThresholdM,AttitudeThresholdDeg,VelocityThresholdMps,BodyRateThresholdRadps,GrowthFactor,MinimumConsecutiveGrowthSteps,CandidateStepCount,EligibleStepCount,EligibleStepFraction,PositiveStepCount,PositiveStepFractionAll,PositiveEligibleFraction,PositiveOnsetCount,PositiveEpisodeCount,PositiveEpisodeFraction,PositiveCellCount,PositiveFamilyCount,AbsoluteForecastPositiveCount,SafetyForecastPositiveCount,GrowthOnlyPositiveCount,LeadMeanSteps,LeadP50Steps,LeadP95Steps
C283,0.2,20,1,1,1.25,3,477900,476211,0.99646578782172,11625,0.0243251726302574,0.0244114478665969,1606,329,0.121851851851852,101,5,8285,783,3279,11.9578494623656,12,20
C284,0.2,20,1,1,1.25,5,477900,476211,0.99646578782172,10884,0.0227746390458255,0.0228554149316164,1318,305,0.112962962962963,94,5,8285,783,2538,11.4103270856303,11,20
C285,0.2,20,1,1,1.5,3,477900,476211,0.99646578782172,10354,0.0216656204226826,0.021742462899849,1443,280,0.103703703703704,96,5,8285,783,2008,10.9706393664284,10,20
C286,0.2,20,1,1,1.5,5,477900,476211,0.99646578782172,9864,0.0206403013182674,0.0207135072478376,1199,257,0.0951851851851852,91,5,8285,783,1518,10.522100567721,10,20
C287,0.2,20,1,1,2,3,477900,476211,0.99646578782172,9344,0.0195522075748064,0.0196215543110092,1216,225,0.0833333333333333,87,5,8285,783,998,9.99464897260274,9,20
C288,0.2,20,1,1,2,5,477900,476211,0.99646578782172,9087,0.0190144381669805,0.0190818775710767,1055,211,0.0781481481481481,83,5,8285,783,741,9.7116760206889,9,20
C289,0.25,5,0.3,1,1.25,3,477900,474887,0.993695333751831,18530,0.0387738020506382,0.0390198089229648,2118,677,0.250740740740741,118,5,8813,764,9657,14.7526173772261,20,20
C290,0.25,5,0.3,1,1.25,5,477900,474887,0.993695333751831,17780,0.0372044360744926,0.037440485841895,1911,669,0.247777777777778,114,5,8813,764,8907,14.5312710911136,20,20
C291,0.25,5,0.3,1,1.5,3,477900,474887,0.993695333751831,16135,0.0337622933668131,0.0339765038840819,1967,624,0.231111111111111,116,5,8813,764,7262,13.9737217229625,18,20
C292,0.25,5,0.3,1,1.5,5,477900,474887,0.993695333751831,15581,0.0326030550324336,0.0328099105681983,1776,615,0.227777777777778,111,5,8813,764,6708,13.759450612926,17,20
C293,0.25,5,0.3,1,2,3,477900,474887,0.993695333751831,12315,0.0257689893283114,0.0259324849911663,1488,444,0.164444444444444,111,5,8813,764,3442,12.1044254973609,13,20
C294,0.25,5,0.3,1,2,5,477900,474887,0.993695333751831,12026,0.0251642603055032,0.0253239191639274,1351,434,0.160740740740741,106,5,8813,764,3153,11.9146848494928,12,20
C295,0.25,5,0.5,1,1.25,3,477900,475028,0.993990374555346,18391,0.0384829462230592,0.0387156125533653,2114,664,0.245925925925926,119,5,8937,764,9394,14.6175846881627,20,20
C296,0.25,5,0.5,1,1.25,5,477900,475028,0.993990374555346,17522,0.0366645741786985,0.0368862467054574,1870,654,0.242222222222222,115,5,8937,764,8525,14.3506449035498,20,20
C297,0.25,5,0.5,1,1.5,3,477900,475028,0.993990374555346,15573,0.032586315128688,0.0327833306668239,1892,585,0.216666666666667,116,5,8937,764,6576,13.6436139472163,17,20
C298,0.25,5,0.5,1,1.5,5,477900,475028,0.993990374555346,14997,0.0313810420590082,0.0315707705651035,1678,576,0.213333333333333,111,5,8937,764,6000,13.3994798959792,16,20
C299,0.25,5,0.5,1,2,3,477900,475028,0.993990374555346,11881,0.0248608495501151,0.0250111572370471,1424,405,0.15,112,5,8937,764,2884,11.668378082653,12,20
C300,0.25,5,0.5,1,2,5,477900,475028,0.993990374555346,11607,0.0242875078468299,0.0244343491331037,1285,397,0.147037037037037,108,5,8937,764,2610,11.4716981132075,11,20
C301,0.25,5,0.75,1,1.25,3,477900,475028,0.993990374555346,18239,0.0381648880518937,0.0383956314154113,2125,655,0.242592592592593,119,5,8937,764,9242,14.5727287680246,20,20
C302,0.25,5,0.75,1,1.25,5,477900,475028,0.993990374555346,17384,0.0363758108390877,0.0365957375144202,1869,646,0.239259259259259,115,5,8937,764,8387,14.3057984353428,20,20
C303,0.25,5,0.75,1,1.5,3,477900,475028,0.993990374555346,15307,0.0320297133291484,0.0322233636754044,1874,568,0.21037037037037,116,5,8937,764,6310,13.5331547657934,16,20
C304,0.25,5,0.75,1,1.5,5,477900,475028,0.993990374555346,14751,0.0308662900188324,0.0310529063549938,1662,560,0.207407407407407,111,5,8937,764,5754,13.2894041081961,16,20
C305,0.25,5,0.75,1,2,3,477900,475028,0.993990374555346,11768,0.0246243984097091,0.0247732765226471,1417,394,0.145925925925926,109,5,8937,764,2771,11.5883752549286,12,20
C306,0.25,5,0.75,1,2,5,477900,475028,0.993990374555346,11505,0.0240740740740741,0.0242196249484241,1280,386,0.142962962962963,105,5,8937,764,2508,11.3960886571056,11,20
C307,0.25,5,1,1,1.25,3,477900,475028,0.993990374555346,18137,0.0379514542791379,0.0381809072307317,2123,649,0.24037037037037,118,5,8937,764,9140,14.5422065391189,20,20
C308,0.25,5,1,1,1.25,5,477900,475028,0.993990374555346,17295,0.0361895794099184,0.0364083801375919,1862,640,0.237037037037037,114,5,8937,764,8298,14.2764960971379,19,20
C309,0.25,5,1,1,1.5,3,477900,475028,0.993990374555346,15231,0.0318706842435656,0.0320633731064274,1874,568,0.21037037037037,116,5,8937,764,6234,13.5008863502068,16,20
C310,0.25,5,1,1,1.5,5,477900,475028,0.993990374555346,14678,0.0307135383971542,0.0308992312032133,1658,560,0.207407407407407,111,5,8937,764,5681,13.2560294318027,15.5,20
C311,0.25,5,1,1,2,3,477900,475028,0.993990374555346,11744,0.0245741786984725,0.0247227531850754,1419,393,0.145555555555556,109,5,8937,764,2747,11.5711852861035,11,20
C312,0.25,5,1,1,2,5,477900,475028,0.993990374555346,11468,0.0239966520192509,0.0241417348030011,1275,386,0.142962962962963,106,5,8937,764,2471,11.3683292640391,11,20
C313,0.25,10,0.3,1,1.25,3,477900,475950,0.995919648462021,11871,0.0248399246704331,0.0249416955562559,1646,342,0.126666666666667,108,5,8289,780,3521,12.1162496841041,13,20
C314,0.25,10,0.3,1,1.25,5,477900,475950,0.995919648462021,11333,0.0237141661435447,0.0238113247189831,1426,323,0.11962962962963,107,5,8289,780,2983,11.7419924115415,12,20
C315,0.25,10,0.3,1,1.5,3,477900,475950,0.995919648462021,11005,0.023027830089977,0.0231221766992331,1526,312,0.115555555555556,106,5,8289,780,2655,11.4958655156747,11,20
C316,0.25,10,0.3,1,1.5,5,477900,475950,0.995919648462021,10596,0.0221720025109856,0.0222628427355815,1339,292,0.108148148148148,103,5,8289,780,2246,11.167610419026,11,20
C317,0.25,10,0.3,1,2,3,477900,475950,0.995919648462021,9809,0.0205252144800167,0.0206093077003887,1269,253,0.0937037037037037,97,5,8289,780,1459,10.4589662554797,10,20
C318,0.25,10,0.3,1,2,5,477900,475950,0.995919648462021,9603,0.0200941619585687,0.0201764891270091,1142,240,0.0888888888888889,94,5,8289,780,1253,10.254295532646,9,20
C319,0.25,10,0.5,1,1.25,3,477900,476133,0.996302573760201,10658,0.0223017367650136,0.0223845018093684,1486,291,0.107777777777778,98,5,8066,781,2531,11.5356539688497,11,20
C320,0.25,10,0.5,1,1.25,5,477900,476133,0.996302573760201,10136,0.0212094580456162,0.0212881694820565,1253,275,0.101851851851852,95,5,8066,781,2009,11.0997434885556,11,20
C321,0.25,10,0.5,1,1.5,3,477900,476133,0.996302573760201,10089,0.0211111111111111,0.0211894575675284,1382,267,0.0988888888888889,95,5,8066,781,1962,11.0582812964615,11,20
C322,0.25,10,0.5,1,1.5,5,477900,476133,0.996302573760201,9690,0.0202762084118016,0.02035145642079,1186,251,0.092962962962963,92,5,8066,781,1563,10.690092879257,10,20
C323,0.25,10,0.5,1,2,3,477900,476133,0.996302573760201,9272,0.0194015484410965,0.0194735504575402,1156,224,0.082962962962963,88,5,8066,781,1145,10.2703839516825,9,20
C324,0.25,10,0.5,1,2,5,477900,476133,0.996302573760201,9057,0.0189516635279347,0.0190219959549118,1029,214,0.0792592592592593,85,5,8066,781,930,10.0394170255051,9,20
C325,0.25,10,0.75,1,1.25,3,477900,476134,0.996304666248169,10581,0.0221406151914627,0.0222227356164441,1469,290,0.107407407407407,98,5,8066,781,2454,11.4740572724695,11,20
C326,0.25,10,0.75,1,1.25,5,477900,476134,0.996304666248169,9995,0.0209144172421009,0.0209919896499725,1218,273,0.101111111111111,93,5,8066,781,1868,10.9741870935468,10,20
C327,0.25,10,0.75,1,1.5,3,477900,476134,0.996304666248169,9990,0.0209039548022599,0.0209814884045248,1356,263,0.0974074074074074,93,5,8066,781,1863,10.9696696696697,10,20
C328,0.25,10,0.75,1,1.5,5,477900,476134,0.996304666248169,9570,0.0200251098556183,0.0200993837869171,1152,245,0.0907407407407407,89,5,8066,781,1443,10.5733542319749,10,20
C329,0.25,10,0.75,1,2,3,477900,476134,0.996304666248169,9199,0.0192487968194183,0.019320191374697,1144,222,0.0822222222222222,87,5,8066,781,1072,10.1931731709968,9,20
C330,0.25,10,0.75,1,2,5,477900,476134,0.996304666248169,8983,0.0187968194182883,0.018866537571356,1015,211,0.0781481481481481,83,5,8066,781,856,9.95736390960704,9,20
C331,0.25,10,1,1,1.25,3,477900,476134,0.996304666248169,10553,0.0220820255283532,0.0221639286419369,1470,290,0.107407407407407,98,5,8066,781,2426,11.4514356107268,11,20
C332,0.25,10,1,1,1.25,5,477900,476134,0.996304666248169,9956,0.0208328102113413,0.0209100799354803,1212,274,0.101481481481481,93,5,8066,781,1829,10.9388308557654,10,20
C333,0.25,10,1,1,1.5,3,477900,476134,0.996304666248169,9974,0.0208704749947688,0.0209478844190921,1343,262,0.097037037037037,93,5,8066,781,1847,10.9551834770403,10,20
C334,0.25,10,1,1,1.5,5,477900,476134,0.996304666248169,9547,0.0199769826323499,0.0200510780578577,1138,246,0.0911111111111111,89,5,8066,781,1420,10.5506441814182,10,20
C335,0.25,10,1,1,2,3,477900,476134,0.996304666248169,9198,0.0192467043314501,0.0193180911256075,1148,222,0.0822222222222222,87,5,8066,781,1071,10.1921069797782,9,20
C336,0.25,10,1,1,2,5,477900,476134,0.996304666248169,8964,0.0187570621468927,0.0188266328386547,1008,211,0.0781481481481481,83,5,8066,781,837,9.93607764390897,9,20
C337,0.25,15,0.3,1,1.25,3,477900,476026,0.996078677547604,11733,0.0245511613308223,0.0246478133547327,1681,336,0.124444444444444,108,5,8365,782,3307,11.9058211881019,12,20
C338,0.25,15,0.3,1,1.25,5,477900,476026,0.996078677547604,11171,0.0233751830926972,0.0234672055728048,1461,317,0.117407407407407,106,5,8365,782,2745,11.4986124787396,11,20
C339,0.25,15,0.3,1,1.5,3,477900,476026,0.996078677547604,10811,0.0226218874241473,0.022710944360182,1538,296,0.10962962962963,104,5,8365,782,2385,11.2155212283785,11,20
C340,0.25,15,0.3,1,1.5,5,477900,476026,0.996078677547604,10412,0.0217869847248378,0.021872754849525,1349,278,0.102962962962963,102,5,8365,782,1986,10.8788897426047,10,20
C341,0.25,15,0.3,1,2,3,477900,476026,0.996078677547604,9707,0.0203117807072609,0.0203917433081386,1286,242,0.0896296296296296,97,5,8365,782,1281,10.216441743072,9,20
C342,0.25,15,0.3,1,2,5,477900,476026,0.996078677547604,9499,0.0198765432098765,0.0199547923852899,1157,230,0.0851851851851852,94,5,8365,782,1073,10.0022107590273,9,20
C343,0.25,15,0.5,1,1.25,3,477900,476232,0.996509730069052,10549,0.0220736555764804,0.0221509684355524,1525,281,0.104074074074074,98,5,8165,783,2323,11.2814484785288,11,20
C344,0.25,15,0.5,1,1.25,5,477900,476232,0.996509730069052,10014,0.0209541745134965,0.0210275663962102,1278,259,0.0959259259259259,93,5,8165,783,1788,10.8156580786898,10,20
C345,0.25,15,0.5,1,1.5,3,477900,476232,0.996509730069052,9976,0.0208746599707052,0.0209477733541635,1400,253,0.0937037037037037,93,5,8165,783,1750,10.78067361668,10,20
C346,0.25,15,0.5,1,1.5,5,477900,476232,0.996509730069052,9590,0.0200669596149822,0.0201372440323204,1194,235,0.087037037037037,89,5,8165,783,1364,10.4095933263816,10,20
C347,0.25,15,0.5,1,2,3,477900,476232,0.996509730069052,9231,0.0193157564344005,0.0193834097666683,1194,218,0.0807407407407407,87,5,8165,783,1005,10.0366157512729,9,20
C348,0.25,15,0.5,1,2,5,477900,476232,0.996509730069052,8997,0.0188261142498431,0.0188920526130121,1052,206,0.0762962962962963,84,5,8165,783,771,9.77748138268312,9,20
C349,0.25,15,0.75,1,1.25,3,477900,476233,0.99651182255702,10426,0.0218162795563926,0.0218926449868027,1502,283,0.104814814814815,99,5,8165,783,2200,11.1785919815845,11,20
C350,0.25,15,0.75,1,1.25,5,477900,476233,0.99651182255702,9831,0.020571249215317,0.0206432565571894,1229,261,0.0966666666666667,94,5,8165,783,1605,10.6446953514393,10,20
C351,0.25,15,0.75,1,1.5,3,477900,476233,0.99651182255702,9858,0.0206277463904583,0.0206999514943316,1383,251,0.092962962962963,92,5,8165,783,1632,10.670318523027,10,20
C352,0.25,15,0.75,1,1.5,5,477900,476233,0.99651182255702,9416,0.0197028667085164,0.0197718343751903,1158,232,0.0859259259259259,89,5,8165,783,1190,10.232370433305,9,20
C353,0.25,15,0.75,1,2,3,477900,476233,0.99651182255702,9145,0.0191358024691358,0.0192027851912824,1177,215,0.0796296296296296,85,5,8165,783,919,9.94291962821214,9,20
C354,0.25,15,0.75,1,2,5,477900,476233,0.99651182255702,8907,0.0186377903327056,0.0187030298194371,1032,202,0.0748148148148148,82,5,8165,783,681,9.67418884023802,9,20
C355,0.25,15,1,1,1.25,3,477900,476233,0.99651182255702,10371,0.0217011927181419,0.0217771553000317,1484,283,0.104814814814815,99,5,8165,783,2145,11.1318098544017,11,20
C356,0.25,15,1,1,1.25,5,477900,476233,0.99651182255702,9786,0.0204770872567483,0.0205487649952859,1223,261,0.0966666666666667,92,5,8165,783,1560,10.6016758634784,10,20
C357,0.25,15,1,1,1.5,3,477900,476233,0.99651182255702,9786,0.0204770872567483,0.0205487649952859,1352,250,0.0925925925925926,92,5,8165,783,1560,10.6016758634784,10,20
C358,0.25,15,1,1,1.5,5,477900,476233,0.99651182255702,9362,0.0195898723582339,0.0196584445009061,1140,231,0.0855555555555556,87,5,8165,783,1136,10.1760307626576,9,20
C359,0.25,15,1,1,2,3,477900,476233,0.99651182255702,9106,0.0190541954383762,0.0191208925042994,1168,214,0.0792592592592593,85,5,8165,783,880,9.89984625521634,9,20
C360,0.25,15,1,1,2,5,477900,476233,0.99651182255702,8876,0.0185729232056916,0.018637935632348,1024,201,0.0744444444444444,80,5,8165,783,650,9.63812528165841,9,20
C361,0.25,20,0.3,1,1.25,3,477900,476049,0.996126804770873,11725,0.0245344214270768,0.0246298175187848,1709,331,0.122592592592593,108,5,8388,782,3276,11.8631982942431,12,20
C362,0.25,20,0.3,1,1.25,5,477900,476049,0.996126804770873,11152,0.0233354258213015,0.0234261599121099,1488,313,0.115925925925926,106,5,8388,782,2703,11.4451219512195,11,20
C363,0.25,20,0.3,1,1.5,3,477900,476049,0.996126804770873,10792,0.0225821301527516,0.0226699352377591,1559,290,0.107407407407407,104,5,8388,782,2343,11.1597479614529,11,20
C364,0.25,20,0.3,1,1.5,5,477900,476049,0.996126804770873,10384,0.0217283950617284,0.0218128806068283,1366,276,0.102222222222222,102,5,8388,782,1935,10.8124036979969,10,20
C365,0.25,20,0.3,1,2,3,477900,476049,0.996126804770873,9656,0.020205063820883,0.0202836262653634,1303,239,0.0885185185185185,95,5,8388,782,1207,10.1197183098592,9,20
C366,0.25,20,0.3,1,2,5,477900,476049,0.996126804770873,9446,0.0197656413475623,0.0198424952053255,1171,228,0.0844444444444444,92,5,8388,782,997,9.90006351894982,9,20
C367,0.25,20,0.5,1,1.25,3,477900,476277,0.996603892027621,10545,0.0220652856246077,0.0221404770753154,1552,277,0.102592592592593,98,5,8210,783,2274,11.1993361782835,11,20
C368,0.25,20,0.5,1,1.25,5,477900,476277,0.996603892027621,9993,0.0209102322661645,0.0209814876636915,1286,253,0.0937037037037037,92,5,8210,783,1722,10.7131992394676,10,20
C369,0.25,20,0.5,1,1.5,3,477900,476277,0.996603892027621,9953,0.0208265327474367,0.0208975029237188,1425,252,0.0933333333333333,93,5,8210,783,1682,10.6758766201145,10,20
C370,0.25,20,0.5,1,1.5,5,477900,476277,0.996603892027621,9554,0.0199916300481272,0.0200597551424906,1211,231,0.0855555555555556,88,5,8210,783,1283,10.2864768683274,9,20
C371,0.25,20,0.5,1,2,3,477900,476277,0.996603892027621,9236,0.0193262188742415,0.0193920764597073,1217,215,0.0796296296296296,87,5,8210,783,965,9.95203551320918,9,20
C372,0.25,20,0.5,1,2,5,477900,476277,0.996603892027621,9005,0.0188428541535886,0.0189070645863647,1073,203,0.0751851851851852,84,5,8210,783,734,9.69428095502499,9,20
C373,0.25,20,0.75,1,1.25,3,477900,476281,0.996612261979494,10386,0.0217325800376648,0.0218064545929819,1523,275,0.101851851851852,99,5,8213,783,2112,11.0596957442711,11,20
C374,0.25,20,0.75,1,1.25,5,477900,476281,0.996612261979494,9796,0.0204980121364302,0.0205676900821154,1249,252,0.0933333333333333,92,5,8213,783,1522,10.5212331563904,10,20
C375,0.25,20,0.75,1,1.5,3,477900,476281,0.996612261979494,9823,0.0205545093115715,0.020624379305494,1401,247,0.0914814814814815,93,5,8213,783,1549,10.5472869795378,10,20
C376,0.25,20,0.75,1,1.5,5,477900,476281,0.996612261979494,9387,0.0196421845574388,0.0197089533279724,1170,225,0.0833333333333333,87,5,8213,783,1113,10.1082347927986,9,20
C377,0.25,20,0.75,1,2,3,477900,476281,0.996612261979494,9143,0.0191316174931994,0.0191966507166988,1196,211,0.0781481481481481,85,5,8213,783,869,9.84425243355573,9,20
C378,0.25,20,0.75,1,2,5,477900,476281,0.996612261979494,8910,0.0186440677966102,0.0187074437149498,1049,198,0.0733333333333333,82,5,8213,783,636,9.57867564534231,9,20
C379,0.25,20,1,1,1.25,3,477900,476281,0.996612261979494,10312,0.0215777359280184,0.0216510841289071,1511,276,0.102222222222222,100,5,8213,783,2038,10.9955391776571,10.5,20
C380,0.25,20,1,1,1.25,5,477900,476281,0.996612261979494,9708,0.0203138731952291,0.0203829252059184,1229,253,0.0937037037037037,92,5,8213,783,1434,10.4353110836424,10,20
C381,0.25,20,1,1,1.5,3,477900,476281,0.996612261979494,9754,0.0204101276417661,0.0204795068457486,1377,245,0.0907407407407407,93,5,8213,783,1480,10.4804182899323,10,20
C382,0.25,20,1,1,1.5,5,477900,476281,0.996612261979494,9312,0.0194852479598242,0.0195514832630317,1144,224,0.082962962962963,87,5,8213,783,1038,10.0285652920962,9,20
C383,0.25,20,1,1,2,3,477900,476281,0.996612261979494,9117,0.0190772128060264,0.019142061094186,1188,210,0.0777777777777778,85,5,8213,783,843,9.81529011736317,9,20
C384,0.25,20,1,1,2,5,477900,476281,0.996612261979494,8881,0.0185833856455325,0.0186465552898394,1040,198,0.0733333333333333,82,5,8213,783,607,9.54464587321248,9,20

