CaseIndex,Family,LoadName,TargetSpeed,AccelerationTarget,GeometryScale,PeakSpeed,SpeedRelativeError,PeakAcceleration,AccelerationRelativeError,PeakHorizontalAcceleration,PeakTiltDeg,PeakThrustFraction,PeakMomentFraction,PeakInputFraction,PeakBodyRate,MinimumCosPitch,DynamicResidualP95,DynamicResidualMax,StateBoundViolation,PhysicalFeasible,RobustTrainCandidate
89,spatial_helix,moderate,8,5,12.8,8,1.11022302462516e-16,4.93189456031508,0.0136210879369834,4.92287968678879,27.3845976020416,0.279686271714952,0.0215242929980432,0.279686271714952,0.321150037914948,0.887959390088223,0.00127401908940185,0.00127443216350953,-0.739736800134599,1,1
90,spatial_helix,hard,8,9,7.11111111111111,8,1.11022302462516e-16,8.87423301434455,0.0139741095172717,8.86038821047482,43.7371016231485,0.347421026633914,0.102767740746649,0.347421026633914,1.06577774686952,0.722701435439711,0.00481479194417494,0.0058119770166239,-0.438319294516672,1,1
91,spatial_helix,mild,10,2,50,10,0,1.97190837732192,0.014045811339039,1.96922269034525,11.4671027075318,0.255019908720753,0.00152762693254923,0.255019908720753,0.0398427866943916,0.980445713201354,0.000162913856126273,0.000162914163645546,-1.02142356891607,1,1
92,spatial_helix,moderate,10,5,20,10,0,4.93217832213766,0.0135643355724678,4.92295069130632,27.3860003068525,0.279705389829864,0.0172656707228969,0.279705389829864,0.256969025277986,0.887934348108891,0.00101843953262793,0.00101877213509539,-0.739709386363853,1,1
93,spatial_helix,hard,10,9,11.1111111111111,10,1.77635683940025e-16,8.87696660066073,0.0136703777043628,8.86080229053724,43.7425328186093,0.347126986725929,0.0827937543466494,0.347126986725929,0.853378946314445,0.722641527650716,0.00356345395436192,0.00391234638420523,-0.438219068111985,1,1
94,spatial_helix,mild,12,2,72,12,1.48029736616688e-16,1.97129865465302,0.0143506726734909,1.96922515889149,11.4523593230517,0.25502936853962,0.00127305229322647,0.25502936853962,0.0332020594504703,0.980446468175428,0.000135761772461181,0.000135761947435699,-1.02184259391125,1,1
95,spatial_helix,moderate,12,5,28.8,12,0,4.93233263713695,0.0135334725726102,4.92298926191908,27.3867649071931,0.279720527711994,0.0144070073995211,0.279720527711994,0.214162273306807,0.887922417592825,0.000848596712859778,0.000848736595995487,-0.739691230477097,1,1
96,spatial_helix,hard,12,9,16,12,0,8.87678535118708,0.013690516534769,8.86102722778327,43.7455541879149,0.342551804287749,0.0692412163176423,0.342551804287749,0.71148957070895,0.722611578283076,0.00287381179208857,0.00300679794061334,-0.438150092290892,1,1
97,smooth_waypoints,mild,0.5,0.2,2.08557405541616,0.499992856849805,1.42863003895766e-05,0.19680838962151,0.0159580518924496,0.194630971046179,1.14128135463247,0.25079427695506,0.00138220767973144,0.25079427695506,0.0243613034249992,0.999802626200593,9.15416004359659e-05,0.000103121912886935,-1.20181135906607,1,1
98,smooth_waypoints,moderate,0.5,0.462962962962963,0.90096799193978,0.49995999444265,8.00111147003513e-05,0.457869998769103,0.0110008026587376,0.455597677056659,2.67168074349493,0.251982156645092,0.00742516410981095,0.251982156645092,0.120766997841682,0.998913035983407,0.000449587376561018,0.000548064829238718,-1.17510085085991,1,1
99,smooth_waypoints,hard,0.5,0.833333333333333,0.500537773299878,0.49985008059223,0.000299838815540965,0.821739701185024,0.0139123585779717,0.817661563351142,4.80594374256301,0.253924735841105,0.0218617115191939,0.253924735841105,0.342670172974445,0.996484173325747,0.00130823371347598,0.0017021227396065,-1.13785093442269,1,1
100,smooth_waypoints,mild,1,0.740740740740741,2.25241997984945,0.999939191199929,6.08088000708662e-05,0.732781410009242,0.0107450964875226,0.729144755253711,4.28557276995714,0.253422798528162,0.00965003289743865,0.253422798528162,0.158282823442661,0.997203981755185,0.000603263517921773,0.000702880436271374,-1.14693312122647,1,1
101,smooth_waypoints,moderate,1,1.85185185185185,0.90096799193978,0.9999199888853,8.00111147003513e-05,1.82420267073448,0.0149305578033815,1.81514949986119,10.662843522487,0.260886100920538,0.0516724197122244,0.260886100920538,0.833712882263031,0.982732995246477,0.003056869272464,0.00495487030172949,-1.03562874930368,1,1
102,smooth_waypoints,hard,1,3.33333333333333,0.500537773299878,0.999598736237357,0.000401263762642934,3.23618409802917,0.0291447705912478,3.2201235319052,18.8230656291484,0.274508896484388,0.142519622279106,0.274508896484388,2.17190977134919,0.946548341047353,0.0080632515529346,0.0292880472046079,-0.893206005848413,1,1
103,smooth_waypoints,mild,2,2,3.33691848866585,1.99990905689795,4.54715510260773e-05,1.97738457010003,0.0113077149499837,1.96757118659692,11.5700356454791,0.262158019365877,0.034479905356375,0.262158019365877,0.557737065348934,0.979680274691909,0.00217222186390461,0.00274178748606238,-1.01979525980931,1,1
104,smooth_waypoints,moderate,2,5,1.33476739546634,1.99460613832492,0.00269693083754097,4.88763524017811,0.0224729519643772,4.86337883615816,27.8790301312592,0.29505522045935,0.171432998040364,0.29505522045935,2.71387341866105,0.883936830049207,0.0108895396648827,0.0376006240731698,-0.735149608342851,1,1
105,smooth_waypoints,hard,2,9,0.741537441925745,1.99980862425703,9.56878714845066e-05,8.59145407864577,0.0453939912615806,8.54881632623384,44.8216276729525,0.355813218490876,0.430921339646889,0.430921339646889,6.6844494632647,0.7093047048246,0.0957629325694976,0.365967484653971,-0.439445497400006,1,1
106,smooth_waypoints,mild,4,2,13.3476739546634,3.9998181137959,4.54715510260773e-05,1.96759336367446,0.0162033181627712,1.94582460500008,11.5653145201996,0.262186385371048,0.0179785011145715,0.262186385371048,0.302277328213335,0.979777806125291,0.00107029402109198,0.00133314377887547,-1.01987765898984,1,1
107,smooth_waypoints,moderate,4,5,5.33906958186536,3.99999533049826,1.16737543376377e-06,4.9358983684795,0.0128203263041009,4.91140244373391,28.1181148593297,0.295642181406438,0.104508062154814,0.295642181406438,1.64098862544755,0.882298317102973,0.00662750705062449,0.0127477376866054,-0.730976792646785,1,1
108,smooth_waypoints,hard,4,9,2.96614976770298,3.99961724851406,9.56878714843956e-05,8.81177268355888,0.0209141462712355,8.76804153181756,45.6076474192644,0.359572128514938,0.27507666070499,0.359572128514938,4.35674466844059,0.699567971722768,0.0250151418214494,0.112830656810563,-0.425726864841173,1,1
109,smooth_waypoints,mild,6,2,30.0322663979927,5.99996968532632,5.05244561314437e-06,1.96823532384434,0.0158823380778318,1.94645946274917,11.5396693069854,0.262202852133082,0.0118040510399389,0.262202852133082,0.206506662841041,0.979786435375503,0.000778547054799067,0.000884948570151825,-1.0203252523978,1,1
110,smooth_waypoints,moderate,6,5,12.0129065591971,5.99877695172283,0.000203841379528669,4.94639391894246,0.0107212162115074,4.92184590677629,28.1805691895725,0.295826375151156,0.0734383930352177,0.295826375151156,1.20328003147469,0.881760825685715,0.00446224720424176,0.00718644829420648,-0.729886758951921,1,1
111,smooth_waypoints,hard,6,9,6.67383697733171,5.99942587277109,9.56878714849137e-05,8.88111315513754,0.0132096494291623,8.83703787982503,45.748336716637,0.360288370529553,0.210227417469293,0.360288370529553,3.36396408411229,0.697811253629094,0.0167643957591511,0.0532555086425682,-0.423271373379704,1,1
112,smooth_waypoints,mild,8,2,53.3906958186536,7.99998153095288,2.30863089045741e-06,1.9683762555891,0.0158118722054492,1.94659883527484,11.5338106239911,0.262213923542323,0.00606432730074307,0.262213923542323,0.156207293214257,0.979806885654049,0.000484339258520725,0.000632802318227005,-1.02042750570588,1,1
113,smooth_waypoints,moderate,8,5,21.3562783274615,7.99998153095288,2.30863089045741e-06,4.91845760487172,0.0163084790256564,4.86404152549918,28.1943071251919,0.295872274758532,0.0558104712412628,0.295872274758532,0.930906887467725,0.881675407364568,0.00326645017770855,0.00481119982032363,-0.729646986742935,1,1
114,smooth_waypoints,hard,8,9,11.8645990708119,7.99963376457608,4.57794279905555e-05,8.89540375772923,0.0116218046967526,8.85125756087427,45.8014357588589,0.360552295498504,0.169900617501381,0.360552295498504,2.72553453332637,0.697227973577956,0.0125343301505814,0.0316282440879605,-0.422344620263275,1,1
115,smooth_waypoints,mild,10,2,83.4229622166463,9.9998571369961,1.42863003901539e-05,1.96844640528953,0.0157767973552354,1.94666820886374,10.9338262127535,0.262223473082518,0.00490492592001259,0.262223473082518,0.126332798569849,0.981846903635422,0.000417619376279045,0.000513909083621029,-1.03089920914262,1,1
116,smooth_waypoints,moderate,10,5,33.3691848866585,9.99954528448974,4.54715510258552e-05,4.91898340918615,0.0162033181627695,4.86456151250022,28.2044887155721,0.295887899345522,0.0451951600989785,0.295887899345522,0.76177317482839,0.881693896903871,0.00267840819069652,0.00369073447334127,-0.72946928446771,1,1
117,smooth_waypoints,hard,10,9,18.5384360481436,9.99904312128515,9.56878714848841e-05,8.89787586986552,0.0113471255704977,8.85371740438825,45.8506347718502,0.360685209976881,0.140605789780785,0.360685209976881,2.28363627631462,0.696983714947788,0.00916166456770639,0.0200073561561109,-0.421485935497845,1,1
118,smooth_waypoints,mild,12,2,120.129065591971,11.9999393706526,5.05244561314437e-06,1.96845980718296,0.0157700964085223,1.94668146248334,10.9392400224227,0.262232851313202,0.00411723990331232,0.262232851313202,0.106039744509568,0.981828977075555,0.000365077474538246,0.000432534906607821,-1.03080472033882,1,1
119,smooth_waypoints,moderate,12,5,48.0516262367883,11.9999722964293,2.30863089030938e-06,4.92007872813902,0.0159842543721968,4.86564471323069,28.2173370933526,0.295925823408617,0.0379079163308128,0.295925823408617,0.643724940806882,0.881728806300693,0.00233036701063203,0.00299859534686893,-0.729245037971902,1,1
120,smooth_waypoints,hard,12,9,26.6953479093268,11.9997506690151,2.07775820769325e-05,8.90216006168462,0.010871104257264,8.85798033457825,45.8729612916942,0.360766527107773,0.117351757133418,0.360766527107773,1.96202309397858,0.696872843166598,0.00802468417457331,0.0151132270557002,-0.421096264216055,1,1
